stock_code,description,units_sold,units_returned,gross_sales,returns_value,net_revenue
21486,PINK HEART DOTS HOT WATER BOTTLE,1116.0,1.0,3638.67,3.75,3634.92
20785,FUSCHIA RETRO BAR STOOL,102.0,1.0,3672.35,39.95,3632.4
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2201.0,3.0,3628.89,4.95,3623.94
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,300.0,0.0,3622.75,0.0,3622.75
23091,ZINC HERB GARDEN CONTAINER,580.0,7.0,3656.32,43.75,3612.57
21351,CINAMMON & ORANGE WREATH,1099.0,25.0,3702.75,91.95,3610.8
23294,SET OF 6 SNACK LOAF BAKING CASES,4392.0,13.0,3607.81,10.79,3597.02
22778,GLASS CLOCHE SMALL,972.0,71.0,3844.46,250.77,3593.69
21743,STAR PORTABLE TABLE LIGHT,1288.0,59.0,3767.08,174.05,3593.03
85232D,SET/3 DECOUPAGE STACKING TINS,702.0,13.0,3646.83,64.35,3582.48
22589,CARDHOLDER GINGHAM STAR,1317.0,18.0,3626.78,45.9,3580.88
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1559.0,458.0,4258.97,679.24,3579.73
21509,COWBOYS AND INDIANS BIRTHDAY CARD,8696.0,24.0,3587.22,10.08,3577.14
22962,JAM JAR WITH PINK LID,4366.0,85.0,3640.93,72.12,3568.81
22398,MAGNETS PACK OF 4 SWALLOWS,4239.0,96.0,3687.48,120.0,3567.48
21866,UNION JACK FLAG LUGGAGE TAG,2168.0,25.0,3591.5,31.25,3560.25
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,499.0,0.0,3560.09,0.0,3560.09
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2791.0,28.0,3591.06,34.81,3556.25
23111,PARISIENNE SEWING BOX,312.0,24.0,3839.24,283.2,3556.04
22704,WRAP RED APPLES,8678.0,50.0,3564.76,21.0,3543.76
22603,CHRISTMAS RETROSPOT TREE WOOD,4143.0,13.0,3552.09,11.05,3541.04
23332,IVORY WICKER HEART LARGE,2059.0,2.0,3542.71,3.3,3539.41
22536,MAGIC SLATE FIDO,9091.0,131.0,3586.24,47.82,3538.42
20784,RED RETRO BAR STOOL,101.0,1.0,3570.87,39.95,3530.92
20886,BOX OF 9 PEBBLE CANDLES,1777.0,6.0,3540.22,11.7,3528.52
22334,DINOSAUR PARTY BAG + STICKER SET,2230.0,19.0,3552.36,31.35,3521.01
21054,NURSE'S BAG SOFT TOY,382.0,2.0,3538.0,17.9,3520.1
22176,BLUE OWL SOFT TOY,1184.0,9.0,3542.73,26.55,3516.18
21179,NO JUNK MAIL METAL SIGN,4284.0,12.0,3517.9,4.68,3513.22
22531,MAGIC SLATE CIRCUS PARADE,8136.0,0.0,3507.76,0.0,3507.76
23189,SET OF 12 FORK CANDLES,1249.0,1.0,3507.51,2.89,3504.62
22765,NEWSPAPER STAND,311.0,1.0,3508.3,14.95,3493.35
22076,6 RIBBONS EMPIRE,2353.0,0.0,3490.19,0.0,3490.19
23353,6 GIFT TAGS VINTAGE CHRISTMAS,4007.0,24.0,3510.05,19.92,3490.13
21466,RED FLOWER CROCHET FOOD COVER,927.0,0.0,3479.79,0.0,3479.79
21794,CLASSIC FRENCH STYLE BASKET NATURAL,713.0,13.0,3552.09,79.35,3472.74
21784,SHOE SHINE BOX,290.0,7.0,3538.28,69.65,3468.63
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,440.0,8.0,3528.75,63.6,3465.15
22902,TOTE BAG I LOVE LONDON,1716.0,24.0,3506.56,50.4,3456.16
23085,ANTIQUE SILVER BAUBLE LAMP,376.0,13.0,3583.23,128.75,3454.48
20786,BLACK RETRO BAR STOOL,99.0,2.0,3533.9,79.9,3454.0
21507,"ELEPHANT, BIRTHDAY CARD,",8223.0,24.0,3455.41,10.08,3445.33
47505,MINATURE COLOURED GARDENING SET,737.0,19.0,3527.42,87.05,3440.37
22939,APRON APPLE DELIGHT,700.0,14.0,3502.54,69.3,3433.24
23388,WOODLAND MINI RUCKSACK,821.0,0.0,3432.09,0.0,3432.09
23426,METAL SIGN DROP YOUR PANTS,1275.0,6.0,3444.43,17.34,3427.09
23536,WALL ART VILLAGE SHOW,626.0,4.0,3442.13,23.8,3418.33
22172,METAL SHELF WITH RAIL,378.0,4.0,3451.82,34.0,3417.82
23232,WRAP VINTAGE PETALS  DESIGN,8526.0,51.0,3436.92,21.42,3415.5
23350,ROLL WRAP VINTAGE SPOT,2712.0,24.0,3445.08,30.0,3415.08
23065,LARGE JEWELLERY STAND,273.0,1.0,3427.44,12.5,3414.94
21469,POLKA DOT RAFFIA FOOD COVER,1165.0,50.0,3482.01,67.5,3414.51
84510A,SET OF 4 ENGLISH ROSE COASTERS,2477.0,21.0,3439.84,26.25,3413.59
21191,LARGE WHITE HONEYCOMB PAPER BELL,1479.0,0.0,3408.61,0.0,3408.61
22320,BIRDS MOBILE VINTAGE DESIGN,598.0,23.0,3545.02,136.85,3408.17
21364,PEACE SMALL WOOD LETTERS,468.0,2.0,3407.72,13.5,3394.22
22309,TEA COSY RED  STRIPE,1331.0,26.0,3459.08,66.3,3392.78
22459,CAST IRON HOOK GARDEN TROWEL,1378.0,0.0,3389.74,0.0,3389.74
84352,SILVER CHRISTMAS TREE BAUBLE STAND,206.0,7.0,3505.58,118.65,3386.93
23014,GLASS APOTHECARY BOTTLE ELIXIR,856.0,9.0,3419.58,35.55,3384.03
21039,RED SPOTTY SHOPPING BAG,1313.0,16.0,3423.65,40.8,3382.85
21679,SKULLS  STICKERS,4871.0,900.0,4034.51,652.68,3381.83
22440,BALLOON WATER BOMB PACK OF 35,8523.0,44.0,3399.41,18.48,3380.93
37340,MULTICOLOUR SPRING FLOWER MUG,13665.0,4996.0,3881.33,501.22,3380.11
23354,6 GIFT TAGS 50'S CHRISTMAS,3740.0,60.0,3429.4,49.8,3379.6
21327,SKULLS WRITING SET,1926.0,0.0,3378.51,0.0,3378.51
23156,SET OF 5 MINI GROCERY MAGNETS,1665.0,24.0,3423.29,49.92,3373.37
21902,"KEY FOB , FRONT  DOOR",5359.0,57.0,3408.03,37.05,3370.98
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",183.0,4.0,3462.49,93.8,3368.69
22862,LOVE HEART NAPKIN BOX,758.0,4.0,3373.22,17.0,3356.22
22477,WATERING CAN GARDEN MARKER,2414.0,1.0,3356.74,1.25,3355.49
22822,CREAM WALL PLANTER HEART SHAPED,581.0,2.0,3367.35,11.9,3355.45
22223,CAKE PLATE LOVEBIRD PINK,726.0,1.0,3359.66,4.95,3354.71
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1763.0,292.0,3924.92,571.8,3353.12
21211,SET OF 72 SKULL PAPER  DOILIES,2405.0,12.0,3365.64,17.4,3348.24
21123,SET/10 IVORY SPOTTY PARTY CANDLES,2751.0,48.0,3393.06,60.0,3333.06
23210,WHITE ROCKING HORSE HAND PAINTED,2849.0,200.0,3551.53,219.76,3331.77
22452,MEASURING TAPE RUSSIAN DOLL PINK,1271.0,13.0,3358.1,38.35,3319.75
22136,LOVE HEART SOCK HANGER,1989.0,3.0,3322.22,4.55,3317.67
21917,SET 12 KIDS  WHITE CHALK STICKS,8010.0,21.0,3324.22,8.82,3315.4
44230,SQUARE MIRROR CURTAIN,347.0,10.0,3381.62,77.91,3303.71
37501,TEA TIME TEA SET IN GIFT BOX,481.0,15.0,3401.15,104.25,3296.9
84813,SET OF 4 DIAMOND NAPKIN RINGS,422.0,1.0,3300.76,3.95,3296.81
22122,SET OF 2 FANCY FONT TEA TOWELS,1095.0,0.0,3290.08,0.0,3290.08
37410,BLACK AND WHITE PAISLEY FLOWER MUG,25707.0,6.0,3288.65,7.5,3281.15
84472,PINK AND LILAC QUILTED THROW,87.0,3.0,3402.32,125.9,3276.42
22428,ENAMEL FIRE BUCKET CREAM,459.0,15.0,3379.67,104.25,3275.42
23308,SET OF 60 VINTAGE LEAF CAKE CASES,6139.0,0.0,3272.61,0.0,3272.61
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,2503.0,36.0,3315.18,45.0,3270.18
22944,CHRISTMAS METAL POSTCARD WITH BELLS,4870.0,301.0,3577.99,311.21,3266.78
22047,EMPIRE GIFT WRAP,8250.0,250.0,3351.0,89.0,3262.0
15058B,PINK WHITE SPOTS GARDEN PARASOL,438.0,9.0,3327.67,69.15,3258.52
22769,CHALKBOARD KITCHEN ORGANISER,174.0,17.0,3656.86,400.15,3256.71
84975,HEART SHAPED MIRROR,1990.0,9.0,3266.4,15.21,3251.19
20702,PINK PADDED MOBILE,782.0,11.0,3296.7,46.75,3249.95
23053,RECYCLED ACAPULCO MAT PINK,364.0,1.0,3254.32,8.25,3246.07
21467,CHERRY CROCHET FOOD COVER,1025.0,5.0,3263.75,18.75,3245.0
22183,CAKE STAND VICTORIAN FILIGREE MED,586.0,9.0,3297.25,56.2,3241.05
22419,LIPSTICK PEN RED,6847.0,10.0,3242.59,4.14,3238.45
23239,SET OF 4 KNICK KNACK TINS POPPIES,842.0,28.0,3353.84,115.8,3238.04
84596F,SMALL MARSHMALLOWS PINK BOWL,4739.0,16.0,3243.32,6.72,3236.6
22794,SWEETHEART WIRE MAGAZINE RACK,389.0,5.0,3271.35,39.75,3231.6
22792,FLUTED ANTIQUE CANDLE HOLDER,3489.0,12.0,3241.13,10.2,3230.93
23395,BELLE JARDINIERE CUSHION COVER,748.0,7.0,3257.08,26.25,3230.83
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,12236.0,2513.0,6875.0,3645.65,3229.35
84849B,FAIRY SOAP SOAP HOLDER,1936.0,13.0,3244.14,21.97,3222.17
20992,JAZZ HEARTS PURSE NOTEBOOK,6151.0,0.0,3220.4,0.0,3220.4
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,840.0,26.0,3279.66,64.2,3215.46
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,251.0,0.0,3210.04,0.0,3210.04
23051,RECYCLED ACAPULCO MAT BLUE,365.0,2.0,3223.49,16.5,3206.99
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1171.0,22.0,3271.41,64.9,3206.51
21732,RED HANGING METAL STAR TLIGHT HLDR,925.0,3.0,3214.57,10.53,3204.04
22281,EASTER TREE YELLOW BIRDS,511.0,16.0,3285.86,95.2,3190.66
23035,DRAWER KNOB CERAMIC IVORY,2191.0,9.0,3199.99,13.05,3186.94
23230,WRAP ALPHABET DESIGN,7976.0,75.0,3217.92,31.5,3186.42
21829,DINOSAUR KEYRINGS ASSORTED,15035.0,289.0,3242.18,60.69,3181.49
23342,MINT DINER WALL CLOCK,373.0,1.0,3176.41,8.5,3167.91
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1379.0,7.0,3187.16,20.65,3166.51
21557,SET OF 6 FUNKY BEAKERS,932.0,1.0,3169.39,2.95,3166.44
22972,CHILDRENS SPACEBOY MUG,1882.0,34.0,3219.74,56.1,3163.64
22194,BLACK DINER WALL CLOCK,373.0,6.0,3212.1,51.0,3161.1
79164,BLACK WINE GLASS,3653.0,24.0,3196.01,36.6,3159.41
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2598.0,6.0,3164.18,7.5,3156.68
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2392.0,12.0,3171.11,15.0,3156.11
22702,BLACK AND WHITE CAT BOWL,1589.0,2.0,3156.32,3.95,3152.37
23323,WHITE WICKER STAR,1469.0,3.0,3146.78,6.3,3140.48
21519,GIN & TONIC DIET GREETING CARD,7356.0,36.0,3149.93,15.12,3134.81
21333,CLASSIC WHITE FRAME,1057.0,18.0,3192.09,59.02,3133.07
21473,SWEETHEART CREAM STEEL TABLE RECT,157.0,4.0,3212.16,79.8,3132.36
23393,HOME SWEET HOME CUSHION COVER,801.0,21.0,3207.91,78.75,3129.16
22863,SOAP DISH BROCANTE,1107.0,13.0,3166.61,38.35,3128.26
21628,TRIANGULAR POUFFE VINTAGE,164.0,4.0,3185.28,59.8,3125.48
22700,BLACK AND WHITE DOG BOWL,1384.0,22.0,3155.4,31.3,3124.1
82578,KITCHEN METAL SIGN,5595.0,13.0,3129.24,7.15,3122.09
22347,PIZZA SLICE DISH,2716.0,0.0,3119.18,0.0,3119.18
23346,SPACEBOY BEAKER,2628.0,6.0,3112.34,7.5,3104.84
21705,BAG 500g SWIRLY MARBLES,2534.0,26.0,3145.71,41.5,3104.21
22406,TIN CAN KINGS CHOICE DESIGN,2487.0,50.0,3149.35,55.66,3093.69
21272,SALLE DE BAIN HOOK,2348.0,13.0,3109.83,16.25,3093.58
22310,KNITTED MUG COSY IVORY COLOUR,1739.0,13.0,3113.94,21.25,3092.69
22572,ROCKING HORSE GREEN CHRISTMAS,3439.0,3.0,3087.18,2.55,3084.63
22129,PARTY CONES CANDY TREE DECORATION,3246.0,18.0,3095.12,15.3,3079.82
84912B,GREEN ROSE WASHBAG,1125.0,0.0,3072.64,0.0,3072.64
22473,TV DINNER TRAY VINTAGE PAISLEY,811.0,0.0,3070.92,0.0,3070.92
22757,LARGE RED BABUSHKA NOTEBOOK,2696.0,1.0,3070.18,1.25,3068.93
47504K,ENGLISH ROSE GARDEN SECATEURS,2654.0,22.0,3096.08,28.98,3067.1
85227,SET/6 3D KIT CARDS FOR KIDS,3440.0,30.0,3086.44,25.5,3060.94
21206,STRAWBERRY HONEYCOMB  GARLAND,2155.0,11.0,3067.9,18.15,3049.75
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2338.0,30.0,3083.82,37.5,3046.32
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,604.0,7.0,3073.43,33.95,3039.48
21352,EUCALYPTUS & PINECONE  WREATH,880.0,11.0,3110.28,74.25,3036.03
22754,SMALL RED BABUSHKA NOTEBOOK,3924.0,12.0,3044.86,10.2,3034.66
23329,DECORATIVE WICKER HEART LARGE,1767.0,3.0,3038.19,4.95,3033.24
15058A,BLUE WHITE SPOTS GARDEN PARASOL,476.0,17.0,3153.73,120.75,3032.98
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,204.0,18.0,3276.62,244.9,3031.72
22037,ROBOT BIRTHDAY CARD,7054.0,12.0,3035.7,5.04,3030.66
23461,SWEETHEART BIRD HOUSE,847.0,4.0,3041.21,16.6,3024.61
21408,SPOTTY PINK DUCK DOORSTOP,703.0,5.0,3045.31,21.25,3024.06
23390,DOLLY GIRL MINI RUCKSACK,747.0,1.0,3025.59,4.15,3021.44
21820,GLITTER HEART GARLAND WITH BELLS,795.0,30.0,3132.39,112.5,3019.89
21786,RAIN HAT WITH RED SPOTS,7471.0,70.0,3049.03,29.4,3019.63
15044C,PURPLE PAPER PARASOL,967.0,5.0,3027.26,13.95,3013.31
84279B,CHERRY BLOSSOM DECORATIVE FLASK,808.0,17.0,3076.92,63.75,3013.17
84912A,PINK ROSE WASHBAG,1096.0,0.0,3012.0,0.0,3012.0
21765,HANGING METAL BIRD BATH,371.0,9.0,3076.39,66.75,3009.64
23231,WRAP DOILEY DESIGN,7277.0,0.0,3008.34,0.0,3008.34
22208,WOOD STAMP SET THANK YOU,2366.0,25.0,3036.95,31.41,3005.54
22095,LADS ONLY TISSUE BOX,2978.0,107.0,3123.03,119.88,3003.15
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3431.0,14.0,3012.78,17.5,2995.28
20985,HEART CALCULATOR,2370.0,44.0,3047.99,54.43,2993.56
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2207.0,13.0,3008.82,16.25,2992.57
21477,STRING OF 20 ROSE LIGHTS,273.0,23.0,3248.94,257.25,2991.69
22963,JAM JAR WITH GREEN LID,3696.0,115.0,3079.41,90.86,2988.55
22154,ANGEL DECORATION 3 BUTTONS,7114.0,204.0,3073.32,85.68,2987.64
22755,SMALL PURPLE BABUSHKA NOTEBOOK,3776.0,12.0,2997.63,10.2,2987.43
22067,CHOC TRUFFLE GOLD TRINKET POT,1855.0,20.0,3019.32,32.2,2987.12
22712,CARD DOLLY GIRL,7295.0,37.0,3002.42,15.54,2986.88
22461,SAVOY ART DECO CLOCK,410.0,62.0,3607.81,625.7,2982.11
22132,RED LOVE HEART SHAPE CUP,3345.0,12.0,2989.81,10.2,2979.61
21354,TOAST ITS - BEST MUM,2476.0,0.0,2979.46,0.0,2979.46
23242,TREASURE TIN BUFFALO BILL,1470.0,27.0,3024.63,56.16,2968.47
22375,AIRLINE BAG VINTAGE JET SET BROWN,590.0,2.0,2969.29,10.6,2958.69
22905,CALENDAR IN SEASON DESIGN,1077.0,0.0,2957.17,0.0,2957.17
22891,TEA FOR ONE POLKADOT,644.0,37.0,3103.7,157.25,2946.45
22925,BLUE GIANT GARDEN THERMOMETER,488.0,8.0,2989.52,47.6,2941.92
22519,CHILDS GARDEN BRUSH PINK,1425.0,14.0,2968.77,29.4,2939.37
22674,FRENCH TOILET SIGN BLUE METAL,2377.0,14.0,2956.33,17.5,2938.83
21830,ASSORTED CREEPY CRAWLIES,7658.0,672.0,3185.6,247.68,2937.92
79072,TEATIME CAKE TIN WITH HANDLE,284.0,15.0,3083.2,149.25,2933.95
22816,CARD MOTORBIKE SANTA,6856.0,48.0,2950.93,20.16,2930.77
22664,TOY TIDY DOLLY GIRL DESIGN,1429.0,12.0,2954.19,25.2,2928.99
85049D,BRIGHT BLUES RIBBONS,2332.0,0.0,2927.88,0.0,2927.88
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1400.0,2.0,2927.49,4.2,2923.29
21948,SET OF 6 CAKE CHOPSTICKS,2293.0,0.0,2921.36,0.0,2921.36
21214,SET OF 72 IVORY PAPER DOILIES,2006.0,1.0,2920.82,1.45,2919.37
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1135.0,93.0,3153.88,244.45,2909.43
22325,MOBILE VINTAGE HEARTS,699.0,48.0,3139.99,237.6,2902.39
23211,RED ROCKING HORSE HAND PAINTED,2329.0,24.0,2930.57,30.0,2900.57
21626,VINTAGE UNION JACK PENNANT,1496.0,60.0,3017.07,117.0,2900.07
22518,CHILDS GARDEN BRUSH BLUE,1398.0,0.0,2899.8,0.0,2899.8
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,8312.0,3940.0,4552.69,1664.92,2887.77
22955,36 FOIL STAR CAKE CASES,1448.0,0.0,2885.26,0.0,2885.26
22811,SET OF 6 T-LIGHTS CACTI,1021.0,1.0,2884.13,2.95,2881.18
23290,SPACEBOY CHILDRENS BOWL,2430.0,10.0,2890.35,12.5,2877.85
23345,DOLLY GIRL BEAKER,2451.0,7.0,2886.25,8.75,2877.5
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,696.0,0.0,2876.72,0.0,2876.72
85114C,RED ENCHANTED FOREST PLACEMAT,1364.0,0.0,2875.7,0.0,2875.7
22177,5 HOOK BLACKBOARD ORGANISER,325.0,25.0,3101.46,227.0,2874.46
21465,PINK FLOWER CROCHET FOOD COVER,793.0,2.0,2875.64,7.5,2868.14
22927,GREEN GIANT GARDEN THERMOMETER,468.0,14.0,2948.57,83.3,2865.27
22480,RED TEA TOWEL CLASSIC DESIGN,2368.0,0.0,2863.06,0.0,2863.06
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,1500.0,3.0,2868.2,6.3,2861.9
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,3565.0,2.0,2852.63,1.7,2850.93
23504,PLAYING CARDS JUBILEE UNION JACK,1927.0,0.0,2848.89,0.0,2848.89
85132B,CHARLIE AND LOLA TABLE TINS,929.0,2.0,2863.37,19.9,2843.47
23427,STOOL HOME SWEET HOME,237.0,2.0,2860.58,22.9,2837.68
22897,OVEN MITT APPLES DESIGN,1956.0,42.0,2894.75,60.9,2833.85
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,2010.0,18.0,2858.19,26.1,2832.09
22576,SWALLOW WOODEN CHRISTMAS DECORATION,3132.0,6.0,2835.08,5.1,2829.98
21688,SILVER PLATE CANDLE BOWL SMALL,912.0,6.0,2845.65,17.7,2827.95
22293,"SPRING DEC , HANGING CHICK  GREEN",2034.0,24.0,2860.2,34.8,2825.4
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1872.0,13.0,2842.24,18.85,2823.39
21821,GLITTER STAR GARLAND WITH BELLS,713.0,13.0,2866.6,48.75,2817.85
22671,FRENCH LAUNDRY SIGN BLUE METAL,1688.0,4.0,2811.34,6.4,2804.94
21508,VINTAGE KID DOLLY CARD,6716.0,12.0,2808.62,5.04,2803.58
84909A,PINK PAISLEY QUILT,209.0,0.0,2797.55,0.0,2797.55
22696,WICKER WREATH LARGE,1415.0,0.0,2790.83,0.0,2790.83
84519A,TOMATO CHARLIE+LOLA COASTER SET,1200.0,0.0,2788.45,0.0,2788.45
23212,PAINTED HEART WREATH WITH BELL,2296.0,60.0,2860.89,75.0,2785.89
21796,SET OF 3 RED STRIPE BASKETS,324.0,0.0,2782.19,0.0,2782.19
85199S,SMALL HANGING IVORY/RED WOOD BIRD,6022.0,24.0,2789.28,10.08,2779.2
22983,"CARD, BILLBOARD FONT",6695.0,181.0,2843.55,68.76,2774.79
21360,JOY LARGE WOOD LETTERS,441.0,2.0,2790.41,19.9,2770.51
22710,WRAP I LOVE LONDON,7184.0,125.0,2821.28,52.5,2768.78
22974,CHILDRENS DOLLY GIRL MUG,1636.0,20.0,2795.81,33.0,2762.81
22450,SILK PURSE RUSSIAN DOLL BLUE,834.0,11.0,2798.28,36.85,2761.43
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1702.0,2.0,2761.9,3.3,2758.6
22416,SET OF 36 SPACEBOY PAPER DOILIES,1970.0,6.0,2763.36,8.7,2754.66
21683,MEDIUM MEDINA STAMPED METAL BOWL,936.0,1.0,2757.47,2.95,2754.52
22184,CAKE STAND VICTORIAN FILIGREE LARGE,389.0,18.0,2887.07,134.8,2752.27
85015,SET OF 12  VINTAGE POSTCARD SET,2908.0,0.0,2750.0,0.0,2750.0
21682,LARGE MEDINA STAMPED METAL BOWL,559.0,4.0,2767.59,19.8,2747.79
21728,METAL MEDINA LANTERN,298.0,2.0,2773.11,25.5,2747.61
22217,T-LIGHT HOLDER HANGING LACE,2374.0,56.0,2814.81,70.0,2744.81
84795C,OCEAN STRIPE HAMMOCK,325.0,1.0,2752.59,7.95,2744.64
22315,200 RED + WHITE BENDY STRAWS,2136.0,5.0,2749.51,6.25,2743.26
23341,PINK DINER WALL CLOCK,307.0,0.0,2741.35,0.0,2741.35
22145,CHRISTMAS CRAFT HEART STOCKING,1306.0,6.0,2752.66,12.6,2740.06
35001W,HAND OPEN SHAPE DECO.WHITE,883.0,21.0,2806.69,66.81,2739.88
22482,BLUE TEA TOWEL CLASSIC DESIGN,2319.0,0.0,2739.43,0.0,2739.43
23100,SILVER BELLS TABLE DECORATION,2166.0,1.0,2739.38,1.25,2738.13
22597,MUSICAL ZINC HEART DECORATION,4613.0,34.0,2766.08,28.9,2737.18
23396,LE JARDIN BOTANIQUE CUSHION COVER,654.0,4.0,2750.53,15.0,2735.53
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1868.0,15.0,2752.2,21.75,2730.45
22525,CHILDRENS GARDEN GLOVES PINK,1946.0,15.0,2748.79,18.75,2730.04
15058C,ICE CREAM DESIGN GARDEN PARASOL,470.0,4.0,2753.72,23.8,2729.92
23266,SET OF 3 WOODEN STOCKING DECORATION,2053.0,12.0,2743.82,15.0,2728.82
22651,GENTLEMAN SHIRT REPAIR KIT,3175.0,0.0,2720.86,0.0,2720.86
22675,FRENCH KITCHEN SIGN BLUE METAL,2227.0,28.0,2754.95,35.0,2719.95
22066,LOVE HEART TRINKET POT,3435.0,11.0,2729.16,10.65,2718.51
23164,REGENCY CAKE SLICE,578.0,1.0,2718.65,4.95,2713.7
21424,WOODLAND STORAGE BOX LARGE,955.0,58.0,2861.64,151.9,2709.74
22161,HEART DECORATION RUSTIC HANGING,6726.0,88.0,2738.28,28.88,2709.4
23489,VINTAGE BELLS GARLAND,913.0,0.0,2709.23,0.0,2709.23
21324,HANGING MEDINA LANTERN SMALL,1014.0,54.0,2845.71,140.1,2705.61
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1358.0,3.0,2710.79,12.75,2698.04
84795B,SUNSET CHECK HAMMOCK,317.0,0.0,2696.81,0.0,2696.81
22914,BLUE COAT RACK PARIS FASHION,570.0,5.0,2720.66,24.75,2695.91
22524,CHILDRENS GARDEN GLOVES BLUE,1925.0,14.0,2713.23,17.5,2695.73
22081,RIBBON REEL FLORA + FAUNA,1559.0,41.0,2761.04,67.65,2693.39
22479,DAISY GARDEN MARKER,1939.0,0.0,2691.19,0.0,2691.19
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1963.0,1.0,2690.81,1.25,2689.56
47480,HANGING PHOTO CLIP ROPE LADDER,1638.0,15.0,2713.98,24.75,2689.23
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,912.0,35.0,2771.34,89.65,2681.69
23333,IVORY WICKER HEART MEDIUM,2089.0,12.0,2695.45,15.0,2680.45
21744,SNOWFLAKE PORTABLE TABLE LIGHT,898.0,6.0,2697.16,17.7,2679.46
23292,SPACEBOY CHILDRENS CUP,2181.0,21.0,2703.33,26.25,2677.08
90057,DIAMANTE RING ASSORTED IN BOX.,1804.0,0.0,2675.88,0.0,2675.88
22436,12 COLOURED PARTY BALLOONS,4215.0,27.0,2687.05,17.55,2669.5
22495,SET OF 2 ROUND TINS CAMEMBERT,940.0,6.0,2682.32,17.7,2664.62
21224,SET/4 SKULL BADGES,2171.0,22.0,2691.91,27.5,2664.41
22650,CERAMIC PIRATE CHEST MONEY BANK,1786.0,37.0,2717.88,53.65,2664.23
85049B,LUSH GREENS RIBBONS,2130.0,0.0,2663.24,0.0,2663.24
21788,KIDS RAIN MAC BLUE,3375.0,73.0,2725.09,61.85,2663.24
22101,MIRROR MOSAIC VOTIVE HOLDER,1909.0,325.0,2790.27,128.46,2661.81
22818,CARD CHRISTMAS VILLAGE,6290.0,144.0,2720.86,60.48,2660.38
22028,PENNY FARTHING BIRTHDAY CARD,6344.0,24.0,2665.13,10.08,2655.05
23407,SET OF 2 TRAYS HOME SWEET HOME,265.0,6.0,2709.43,59.7,2649.73
22155,STAR DECORATION RUSTIC,5925.0,53.0,2671.81,22.26,2649.55
21693,SMALL HAMMERED SILVER CANDLEPOT,871.0,0.0,2648.62,0.0,2648.62
21742,LARGE ROUND WICKER PLATTER,437.0,0.0,2647.28,0.0,2647.28
21923,RED/CREAM STRIPE FRINGE HAMMOCK,337.0,2.0,2662.64,15.9,2646.74
22930,BAKING MOULD HEART MILK CHOCOLATE,1108.0,96.0,2846.8,201.6,2645.2
22152,PLACE SETTING WHITE STAR,6241.0,11.0,2642.28,4.62,2637.66
22376,AIRLINE BAG VINTAGE JET SET WHITE,529.0,0.0,2632.18,0.0,2632.18
22503,CABIN BAG VINTAGE PAISLEY,141.0,22.0,3178.02,546.7,2631.32
22500,SET OF 2 TINS JARDIN DE PROVENCE,580.0,4.0,2647.31,19.8,2627.51
21897,POTTING SHED CANDLE CITRONELLA,866.0,5.0,2641.36,14.75,2626.61
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,235.0,0.0,2620.01,0.0,2620.01
21422,PORCELAIN ROSE SMALL,3160.0,4.0,2619.17,3.4,2615.77
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1184.0,0.0,2614.93,0.0,2614.93
21204,DAISIES  HONEYCOMB GARLAND,1608.0,49.0,2682.99,71.25,2611.74
22713,CARD I LOVE LONDON,6084.0,20.0,2616.12,8.4,2607.72
51014C,"FEATHER PEN,COAL BLACK",4269.0,230.0,2752.33,144.9,2607.43
