customer_id,first_purchase_at,last_purchase_at,sales_orders,return_orders,gross_sales,returns_value,net_revenue,recency_days,frequency,monetary,r_score,f_score,m_score,segment
14740,2010-02-25 11:40:00,2011-05-26 18:17:00,11,2,4161.06,92.2,4068.86,197,11,4068.86,2,5,5,高价值流失风险
12876,2010-04-28 13:26:00,2011-10-13 12:26:00,4,1,4081.79,13.2,4068.59,57,4,4068.59,4,3,5,潜力客户
12371,2010-03-04 18:23:00,2011-10-26 10:16:00,5,0,4067.38,0.0,4067.38,44,5,4067.38,4,4,5,高价值活跃
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,32,3,4124.69,59.7,4064.99,2,32,4064.99,5,5,5,高价值活跃
16875,2010-01-05 09:16:00,2011-10-03 13:39:00,11,9,4234.53,181.33,4053.2,67,11,4053.2,3,5,5,忠诚客户
17682,2010-03-08 09:49:00,2011-11-29 15:59:00,11,1,4065.28,15.0,4050.28,10,11,4050.28,5,5,5,高价值活跃
13421,2010-02-14 14:45:00,2011-10-30 14:21:00,8,3,4058.75,14.3,4044.45,40,8,4044.45,4,4,5,高价值活跃
17083,2010-02-09 11:46:00,2011-08-22 15:43:00,9,2,4049.79,14.71,4035.08,109,9,4035.08,3,5,5,忠诚客户
15050,2010-08-16 12:00:00,2011-11-14 16:17:00,5,2,4087.19,54.92,4032.27,25,5,4032.27,4,4,5,高价值活跃
16571,2010-03-18 09:12:00,2011-11-13 11:46:00,10,7,4248.74,223.69,4025.05,26,10,4025.05,4,5,5,高价值活跃
12726,2010-03-25 16:25:00,2011-11-11 13:35:00,11,0,4014.6,0.0,4014.6,28,11,4014.6,4,5,5,高价值活跃
12840,2010-02-03 14:51:00,2011-07-19 09:29:00,7,4,4041.97,28.1,4013.87,143,7,4013.87,3,4,5,忠诚客户
16098,2009-12-15 09:40:00,2011-09-13 09:59:00,14,0,4010.7,0.0,4010.7,87,14,4010.7,3,5,5,忠诚客户
13048,2010-01-27 12:55:00,2011-11-25 13:23:00,9,4,4049.13,49.05,4000.08,14,9,4000.08,5,5,5,高价值活跃
16241,2010-10-25 13:40:00,2011-11-30 11:08:00,16,0,3992.86,0.0,3992.86,9,16,3992.86,5,5,5,高价值活跃
15665,2010-03-14 15:07:00,2011-06-24 14:57:00,5,0,3987.07,0.0,3987.07,168,5,3987.07,3,4,5,忠诚客户
15782,2010-10-05 15:43:00,2011-11-30 10:49:00,4,2,4014.1,28.45,3985.65,9,4,3985.65,5,3,5,潜力客户
15680,2009-12-02 12:15:00,2011-11-30 13:46:00,10,2,4028.69,43.1,3985.59,9,10,3985.59,5,5,5,高价值活跃
17618,2010-01-24 11:03:00,2011-12-04 11:50:00,11,2,4001.64,25.3,3976.34,5,11,3976.34,5,5,5,高价值活跃
14025,2010-05-05 09:56:00,2010-09-01 10:11:00,8,2,4057.9,88.8,3969.1,464,8,3969.1,1,4,5,高价值流失风险
16732,2009-12-08 13:04:00,2011-11-08 09:54:00,4,5,4387.64,420.85,3966.79,31,4,3966.79,4,3,5,潜力客户
15572,2010-04-14 14:38:00,2011-12-05 10:09:00,10,0,3965.2,0.0,3965.2,4,10,3965.2,5,5,5,高价值活跃
14547,2011-10-16 14:35:00,2011-12-06 11:06:00,8,1,3974.75,20.8,3953.95,3,8,3953.95,5,4,5,高价值活跃
14824,2010-03-12 13:07:00,2011-11-29 14:20:00,10,2,4022.91,70.4,3952.51,10,10,3952.51,5,5,5,高价值活跃
16771,2009-12-09 11:52:00,2011-11-06 13:28:00,10,0,3949.6,0.0,3949.6,33,10,3949.6,4,5,5,高价值活跃
18259,2009-12-08 08:38:00,2011-11-15 12:34:00,7,0,3941.9,0.0,3941.9,24,7,3941.9,4,4,5,高价值活跃
12721,2010-08-25 11:07:00,2011-11-08 12:13:00,8,2,4013.08,79.25,3933.83,31,8,3933.83,4,4,5,高价值活跃
13982,2010-01-20 14:04:00,2011-10-31 16:24:00,9,4,3954.29,26.8,3927.49,39,9,3927.49,4,5,5,高价值活跃
14465,2010-01-07 15:03:00,2011-04-07 12:38:00,11,0,3925.85,0.0,3925.85,246,11,3925.85,2,5,5,高价值流失风险
13542,2009-12-10 19:53:00,2010-11-28 11:24:00,17,1,3959.49,35.4,3924.09,376,17,3924.09,2,5,5,高价值流失风险
13895,2009-12-03 13:09:00,2011-11-11 16:57:00,6,2,4008.52,84.9,3923.62,28,6,3923.62,4,4,5,高价值活跃
16455,2010-03-30 10:31:00,2011-10-07 12:17:00,11,2,3995.57,77.65,3917.92,63,11,3917.92,3,5,5,忠诚客户
15752,2010-09-08 11:56:00,2011-10-31 11:37:00,9,1,3924.91,8.45,3916.46,39,9,3916.46,4,5,5,高价值活跃
15051,2009-12-01 13:29:00,2011-11-16 15:38:00,9,1,3926.91,15.0,3911.91,23,9,3911.91,4,5,5,高价值活跃
15819,2010-03-18 11:08:00,2011-10-21 14:50:00,10,1,3934.79,23.51,3911.28,49,10,3911.28,4,5,5,高价值活跃
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,8,0,3901.11,0.0,3901.11,15,8,3901.11,5,4,5,高价值活跃
14498,2010-06-07 16:05:00,2011-10-28 12:09:00,10,0,3900.83,0.0,3900.83,42,10,3900.83,4,5,5,高价值活跃
15571,2009-12-06 12:10:00,2011-11-28 10:02:00,14,0,3892.35,0.0,3892.35,11,14,3892.35,5,5,5,高价值活跃
17218,2010-01-25 16:12:00,2011-12-05 13:52:00,18,0,3891.39,0.0,3891.39,4,18,3891.39,5,5,5,高价值活跃
14817,2010-03-22 12:10:00,2011-05-23 13:35:00,7,2,3959.86,70.65,3889.21,200,7,3889.21,2,4,5,高价值流失风险
12358,2009-12-08 07:59:00,2011-12-08 10:26:00,5,0,3887.07,0.0,3887.07,1,5,3887.07,5,4,5,高价值活跃
17667,2010-02-23 09:57:00,2011-10-04 14:32:00,9,3,3950.7,66.9,3883.8,66,9,3883.8,3,5,5,忠诚客户
14047,2010-02-01 10:05:00,2011-12-01 11:43:00,14,5,3968.11,87.0,3881.11,8,14,3881.11,5,5,5,高价值活跃
17406,2009-12-06 13:45:00,2011-01-10 15:07:00,13,5,4186.95,312.95,3874.0,333,13,3874.0,2,5,5,高价值流失风险
16218,2010-05-27 16:09:00,2011-11-10 09:59:00,13,6,3968.67,96.37,3872.3,29,13,3872.3,4,5,5,高价值活跃
16791,2009-12-03 18:08:00,2011-11-10 19:12:00,15,3,3957.63,92.57,3865.06,29,15,3865.06,4,5,5,高价值活跃
17728,2010-09-12 14:58:00,2011-12-06 08:52:00,5,3,4238.76,377.63,3861.13,3,5,3861.13,5,4,5,高价值活跃
15195,2011-12-07 12:20:00,2011-12-07 12:20:00,1,0,3861.0,0.0,3861.0,2,1,3861.0,5,1,5,新近客户
16440,2010-08-03 11:32:00,2011-12-02 12:02:00,6,0,3856.97,0.0,3856.97,7,6,3856.97,5,4,5,高价值活跃
15067,2010-04-11 15:54:00,2011-09-22 13:20:00,5,1,3862.88,12.75,3850.13,78,5,3850.13,3,4,5,忠诚客户
15804,2011-05-25 10:12:00,2011-12-09 12:31:00,13,6,4206.39,357.84,3848.55,0,13,3848.55,5,5,5,高价值活跃
18073,2011-05-26 19:38:00,2011-08-17 14:02:00,12,1,3859.82,13.08,3846.74,114,12,3846.74,3,5,5,忠诚客户
17646,2009-12-16 09:37:00,2011-05-04 13:17:00,12,4,3898.79,55.63,3843.16,219,12,3843.16,2,5,5,高价值流失风险
13037,2009-12-03 17:04:00,2011-07-24 15:46:00,12,4,3914.95,72.4,3842.55,138,12,3842.55,3,5,5,忠诚客户
16841,2010-01-12 11:32:00,2011-11-03 11:51:00,12,2,4006.06,164.9,3841.16,36,12,3841.16,4,5,5,高价值活跃
15708,2010-10-10 11:33:00,2011-10-30 10:54:00,9,5,3887.15,46.42,3840.73,40,9,3840.73,4,5,5,高价值活跃
13995,2009-12-18 12:43:00,2011-11-24 14:22:00,14,4,3902.01,65.75,3836.26,15,14,3836.26,5,5,5,高价值活跃
13213,2010-05-20 14:50:00,2011-10-14 11:42:00,11,3,3851.52,16.9,3834.62,56,11,3834.62,4,5,5,高价值活跃
14565,2010-08-23 09:48:00,2011-09-05 09:07:00,5,2,3859.22,25.35,3833.87,95,5,3833.87,3,4,5,忠诚客户
14532,2010-01-10 11:47:00,2011-04-17 13:05:00,11,1,3845.78,12.75,3833.03,236,11,3833.03,2,5,5,高价值流失风险
16341,2010-04-09 10:30:00,2011-11-15 09:12:00,7,3,3850.79,18.5,3832.29,24,7,3832.29,4,4,5,高价值活跃
14655,2010-04-22 14:29:00,2011-12-01 16:28:00,7,5,3878.51,49.28,3829.23,8,7,3829.23,5,4,5,高价值活跃
17287,2009-12-03 12:45:00,2011-11-13 13:27:00,21,2,3826.86,16.25,3810.61,26,21,3810.61,4,5,5,高价值活跃
13357,2010-03-22 14:30:00,2011-03-27 13:56:00,5,0,3805.51,0.0,3805.51,257,5,3805.51,2,4,5,高价值流失风险
15421,2009-12-07 15:10:00,2011-10-12 09:20:00,10,0,3805.34,0.0,3805.34,58,10,3805.34,4,5,5,高价值活跃
13481,2009-12-04 12:37:00,2011-10-25 09:07:00,11,3,3830.84,27.75,3803.09,45,11,3803.09,4,5,5,高价值活跃
16636,2010-03-03 14:06:00,2010-09-27 13:13:00,4,0,3802.04,0.0,3802.04,438,4,3802.04,1,3,5,高价值流失风险
14878,2010-02-21 11:14:00,2011-11-27 11:15:00,25,3,4076.5,293.02,3783.48,12,25,3783.48,5,5,5,高价值活跃
16928,2010-02-03 12:30:00,2011-09-20 15:10:00,29,4,3897.53,119.65,3777.88,80,29,3777.88,3,5,5,忠诚客户
16150,2009-12-17 15:33:00,2011-10-28 12:39:00,10,10,4002.17,240.9,3761.27,42,10,3761.27,4,5,5,高价值活跃
17553,2010-04-08 09:44:00,2011-08-02 10:00:00,4,0,3757.6,0.0,3757.6,129,4,3757.6,3,3,5,潜力客户
17173,2011-07-31 15:26:00,2011-12-04 14:40:00,8,1,3766.6,10.95,3755.65,5,8,3755.65,5,4,5,高价值活跃
17293,2009-12-03 15:09:00,2011-12-01 14:37:00,17,0,3750.63,0.0,3750.63,8,17,3750.63,5,5,5,高价值活跃
12670,2010-02-11 10:13:00,2011-11-29 15:23:00,7,1,3760.29,9.9,3750.39,10,7,3750.39,5,4,5,高价值活跃
16128,2010-07-16 16:30:00,2011-11-22 11:14:00,11,3,3801.05,52.65,3748.4,17,11,3748.4,5,5,5,高价值活跃
14309,2010-06-07 10:24:00,2011-12-01 13:33:00,11,1,3780.81,32.85,3747.96,8,11,3747.96,5,5,5,高价值活跃
15696,2010-01-24 14:36:00,2011-11-06 14:02:00,13,8,3881.22,149.1,3732.12,33,13,3732.12,4,5,5,高价值活跃
17071,2010-01-24 13:05:00,2011-11-11 16:31:00,13,7,3793.71,62.75,3730.96,28,13,3730.96,4,5,5,高价值活跃
17211,2009-12-13 13:17:00,2011-11-13 12:03:00,13,2,3773.35,44.55,3728.8,26,13,3728.8,4,5,5,高价值活跃
12853,2010-02-05 11:57:00,2011-07-28 11:29:00,11,5,3907.5,179.0,3728.5,134,11,3728.5,3,5,5,忠诚客户
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,0,3723.87,0.0,3723.87,95,5,3723.87,3,4,5,忠诚客户
14364,2011-05-12 12:56:00,2011-08-23 11:01:00,8,0,3717.35,0.0,3717.35,108,8,3717.35,3,4,5,忠诚客户
15288,2010-02-12 15:27:00,2011-10-27 16:58:00,10,0,3715.38,0.0,3715.38,43,10,3715.38,4,5,5,高价值活跃
15370,2010-10-25 12:08:00,2011-10-30 10:58:00,8,1,3739.01,25.5,3713.51,40,8,3713.51,4,4,5,高价值活跃
12737,2010-07-29 12:27:00,2010-07-29 12:29:00,2,0,3710.5,0.0,3710.5,498,2,3710.5,1,2,5,沉睡/低频
14540,2009-12-07 13:00:00,2011-11-30 10:15:00,11,1,3709.64,9.9,3699.74,9,11,3699.74,5,5,5,高价值活跃
17954,2009-12-09 13:22:00,2011-12-04 14:15:00,19,7,3804.38,104.64,3699.74,5,19,3699.74,5,5,5,高价值活跃
16240,2011-09-23 13:44:00,2011-11-15 14:30:00,2,3,3718.8,24.99,3693.81,24,2,3693.81,4,2,5,新近客户
14515,2010-06-07 12:37:00,2011-11-22 11:37:00,12,3,3724.06,30.36,3693.7,17,12,3693.7,5,5,5,高价值活跃
15494,2009-12-10 20:16:00,2011-11-18 14:51:00,5,1,3702.6,9.1,3693.5,21,5,3693.5,4,4,5,高价值活跃
12530,2010-03-07 14:37:00,2011-10-11 12:34:00,9,3,3759.26,69.4,3689.86,59,9,3689.86,3,5,5,忠诚客户
12510,2009-12-04 13:47:00,2011-07-20 10:15:00,9,7,5178.02,1488.69,3689.33,142,9,3689.33,3,5,5,忠诚客户
12857,2010-01-25 15:37:00,2011-05-13 10:20:00,6,1,3688.0,3.75,3684.25,210,6,3684.25,2,4,5,高价值流失风险
12597,2011-03-16 14:00:00,2011-11-20 13:33:00,4,1,3811.22,128.09,3683.13,19,4,3683.13,5,3,5,潜力客户
13126,2010-03-02 12:24:00,2011-12-05 10:00:00,13,6,3774.81,95.78,3679.03,4,13,3679.03,5,5,5,高价值活跃
15532,2010-06-08 14:52:00,2011-11-14 14:51:00,10,2,3738.85,63.85,3675.0,25,10,3675.0,4,5,5,高价值活跃
15704,2010-05-05 14:51:00,2011-07-22 13:35:00,6,2,3734.66,73.78,3660.88,140,6,3660.88,3,4,5,忠诚客户
15255,2009-12-03 09:10:00,2011-10-04 12:43:00,9,2,3706.02,58.65,3647.37,66,9,3647.37,3,5,5,忠诚客户
16466,2010-03-07 14:31:00,2011-11-06 11:35:00,15,1,3767.09,125.0,3642.09,33,15,3642.09,4,5,5,高价值活跃
12623,2010-01-12 11:45:00,2011-03-08 13:50:00,7,2,3747.84,108.0,3639.84,276,7,3639.84,2,4,5,高价值流失风险
13632,2010-04-07 10:59:00,2011-11-15 10:51:00,8,2,3645.81,13.45,3632.36,24,8,3632.36,4,4,5,高价值活跃
16748,2009-12-10 12:28:00,2011-11-22 10:17:00,14,1,3637.33,5.04,3632.29,17,14,3632.29,5,5,5,高价值活跃
14649,2010-01-20 13:10:00,2011-12-05 12:30:00,9,2,3651.19,21.15,3630.04,4,9,3630.04,5,5,5,高价值活跃
17096,2010-06-02 14:48:00,2011-11-24 15:01:00,11,6,3697.93,68.35,3629.58,15,11,3629.58,5,5,5,高价值活跃
14770,2010-02-25 18:58:00,2011-04-21 14:21:00,8,1,3637.64,12.75,3624.89,232,8,3624.89,2,4,5,高价值流失风险
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,5,5,3670.74,46.19,3624.55,187,5,3624.55,3,4,5,忠诚客户
13305,2010-03-10 14:49:00,2011-12-05 15:15:00,16,0,3616.41,0.0,3616.41,4,16,3616.41,5,5,5,高价值活跃
15834,2010-10-11 14:05:00,2011-09-30 14:41:00,7,2,3764.39,148.85,3615.54,70,7,3615.54,3,4,5,忠诚客户
13446,2010-02-14 11:52:00,2010-10-05 18:51:00,11,7,3881.89,273.03,3608.86,430,11,3608.86,1,5,5,高价值流失风险
16053,2010-04-08 11:11:00,2011-11-07 11:21:00,6,2,3634.84,28.7,3606.14,32,6,3606.14,4,4,5,高价值活跃
18242,2010-01-11 08:49:00,2011-09-28 13:43:00,8,0,3605.21,0.0,3605.21,72,8,3605.21,3,4,5,忠诚客户
16094,2010-04-16 14:00:00,2011-11-28 12:45:00,11,8,3695.56,96.4,3599.16,11,11,3599.16,5,5,5,高价值活跃
16503,2010-06-21 14:07:00,2011-08-25 11:46:00,11,2,3614.34,16.45,3597.89,106,11,3597.89,3,5,5,忠诚客户
14744,2010-05-18 14:06:00,2011-11-23 12:51:00,14,3,3660.08,64.06,3596.02,16,14,3596.02,5,5,5,高价值活跃
14970,2010-02-14 13:37:00,2011-10-02 13:44:00,12,4,4919.35,1325.95,3593.4,68,12,3593.4,3,5,5,忠诚客户
14653,2009-12-02 11:51:00,2011-12-08 13:45:00,12,0,3593.06,0.0,3593.06,1,12,3593.06,5,5,5,高价值活跃
15480,2010-02-01 14:52:00,2011-08-15 14:32:00,5,2,6279.0,2686.75,3592.25,116,5,3592.25,3,4,5,忠诚客户
15569,2010-02-28 10:55:00,2011-08-28 10:15:00,10,0,3583.45,0.0,3583.45,103,10,3583.45,3,5,5,忠诚客户
14132,2011-06-09 12:04:00,2011-12-07 13:35:00,11,1,3586.03,5.9,3580.13,2,11,3580.13,5,5,5,高价值活跃
14857,2010-03-15 11:00:00,2011-10-11 09:23:00,7,3,3651.851,72.92,3578.931,59,7,3578.931,3,4,5,忠诚客户
17063,2009-12-01 12:36:00,2011-11-18 16:19:00,13,10,3638.53,61.65,3576.88,21,13,3576.88,4,5,5,高价值活跃
15365,2010-02-04 16:43:00,2011-11-14 08:29:00,13,2,4557.13,983.87,3573.26,25,13,3573.26,4,5,5,高价值活跃
14593,2009-12-09 12:57:00,2011-11-18 12:48:00,12,6,3665.53,96.84,3568.69,21,12,3568.69,4,5,5,高价值活跃
13750,2010-04-01 14:49:00,2011-10-17 12:16:00,11,2,3602.18,38.58,3563.6,53,11,3563.6,4,5,5,高价值活跃
15024,2010-10-11 16:14:00,2011-11-30 12:06:00,16,0,3559.39,0.0,3559.39,9,16,3559.39,5,5,5,高价值活跃
14737,2010-11-04 11:29:00,2011-12-06 10:16:00,4,0,3554.17,0.0,3554.17,3,4,3554.17,5,3,5,潜力客户
16444,2010-03-24 14:06:00,2011-10-24 13:50:00,17,3,3625.88,74.2,3551.68,46,17,3551.68,4,5,5,高价值活跃
17848,2009-12-06 13:19:00,2011-09-19 16:49:00,30,1,3559.11,12.75,3546.36,81,30,3546.36,3,5,5,忠诚客户
15079,2009-12-08 11:22:00,2011-05-11 12:45:00,11,6,3625.4,80.6,3544.8,212,11,3544.8,2,5,5,高价值流失风险
14503,2011-06-14 10:00:00,2011-12-06 13:30:00,6,0,3543.26,0.0,3543.26,3,6,3543.26,5,4,5,高价值活跃
15791,2010-03-08 09:41:00,2011-10-27 10:14:00,5,4,3608.34,66.55,3541.79,43,5,3541.79,4,4,5,高价值活跃
17019,2009-12-02 11:52:00,2011-11-28 13:06:00,11,2,3602.29,60.7,3541.59,11,11,3541.59,5,5,5,高价值活跃
17528,2011-09-29 13:04:00,2011-12-08 13:27:00,8,3,3628.5,88.4,3540.1,1,8,3540.1,5,4,5,高价值活跃
17659,2010-11-18 14:20:00,2011-11-22 13:29:00,14,3,3586.99,50.66,3536.33,17,14,3536.33,5,5,5,高价值活跃
16336,2010-03-18 08:05:00,2010-10-15 12:32:00,4,0,3517.69,0.0,3517.69,420,4,3517.69,1,3,5,高价值流失风险
15858,2009-12-10 11:42:00,2011-11-24 12:48:00,13,2,3552.41,42.5,3509.91,15,13,3509.91,5,5,5,高价值活跃
18044,2010-05-28 15:31:00,2011-12-05 14:26:00,18,1,3505.61,2.95,3502.66,4,18,3502.66,5,5,5,高价值活跃
12645,2010-02-09 10:49:00,2011-11-06 12:38:00,8,2,3539.3,40.2,3499.1,33,8,3499.1,4,4,5,高价值活跃
15505,2011-07-07 13:33:00,2011-10-18 07:56:00,5,2,3610.96,113.82,3497.14,52,5,3497.14,4,4,5,高价值活跃
17311,2010-02-03 12:38:00,2011-09-22 14:11:00,6,1,3566.56,75.9,3490.66,78,6,3490.66,3,4,5,忠诚客户
16950,2010-01-24 11:26:00,2011-10-14 09:06:00,10,2,3541.77,59.18,3482.59,56,10,3482.59,4,5,5,高价值活跃
15306,2010-02-18 17:12:00,2011-10-06 12:56:00,9,1,3484.73,3.75,3480.98,64,9,3480.98,3,5,5,忠诚客户
16983,2010-09-19 12:38:00,2011-11-27 12:10:00,11,1,3490.53,11.05,3479.48,12,11,3479.48,5,5,5,高价值活跃
17722,2010-11-29 09:44:00,2011-09-04 15:22:00,5,2,3520.22,43.4,3476.82,96,5,3476.82,3,4,5,忠诚客户
15712,2009-12-01 11:17:00,2011-11-30 14:09:00,12,1,3472.41,4.95,3467.46,9,12,3467.46,5,5,5,高价值活跃
16325,2009-12-04 13:21:00,2011-10-24 08:48:00,12,5,3597.5,133.66,3463.84,46,12,3463.84,4,5,5,高价值活跃
12631,2010-01-15 14:50:00,2011-10-13 13:53:00,6,1,3481.57,29.3,3452.27,57,6,3452.27,4,4,5,高价值活跃
17526,2009-12-17 16:18:00,2011-12-05 11:05:00,12,4,3939.24,489.2,3450.04,4,12,3450.04,5,5,5,高价值活跃
14640,2010-01-22 15:44:00,2011-11-15 13:07:00,10,6,3649.36,203.03,3446.33,24,10,3446.33,4,5,5,高价值活跃
14837,2010-01-24 10:20:00,2011-09-11 10:58:00,9,3,3460.32,14.5,3445.82,89,9,3445.82,3,5,5,忠诚客户
13734,2010-04-16 08:42:00,2010-07-19 12:04:00,4,2,6695.69,3250.35,3445.34,508,4,3445.34,1,3,5,高价值流失风险
13536,2011-09-25 13:30:00,2011-12-08 16:38:00,7,0,3444.39,0.0,3444.39,1,7,3444.39,5,4,5,高价值活跃
13849,2010-03-25 12:03:00,2011-10-19 10:59:00,5,1,3469.3,25.5,3443.8,51,5,3443.8,4,4,5,高价值活跃
16208,2010-02-24 14:24:00,2011-10-26 11:36:00,10,0,3440.45,0.0,3440.45,44,10,3440.45,4,5,5,高价值活跃
16395,2009-12-06 12:26:00,2011-10-10 12:50:00,14,3,3518.41,78.9,3439.51,60,14,3439.51,3,5,5,忠诚客户
15811,2010-11-16 16:46:00,2011-11-17 15:31:00,7,3,3486.15,47.3,3438.85,22,7,3438.85,4,4,5,高价值活跃
15974,2011-02-24 10:10:00,2011-10-31 13:13:00,7,1,3442.15,12.6,3429.55,39,7,3429.55,4,4,5,高价值活跃
17913,2009-12-03 13:02:00,2011-10-12 10:45:00,14,0,3429.29,0.0,3429.29,58,14,3429.29,4,5,5,高价值活跃
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,4,0,3426.32,0.0,3426.32,315,4,3426.32,2,3,5,高价值流失风险
17597,2010-05-05 15:33:00,2011-05-10 11:54:00,5,2,3484.09,58.8,3425.29,213,5,3425.29,2,4,5,高价值流失风险
17876,2010-02-02 13:00:00,2010-11-05 10:52:00,3,0,3424.02,0.0,3424.02,399,3,3424.02,2,3,5,高价值流失风险
13313,2009-12-02 16:18:00,2011-11-17 16:48:00,12,3,3445.32,22.05,3423.27,22,12,3423.27,4,5,5,高价值活跃
12609,2009-12-20 13:30:00,2011-09-22 16:34:00,9,1,3435.86,18.0,3417.86,78,9,3417.86,3,5,5,忠诚客户
16281,2010-01-26 13:41:00,2011-09-28 14:57:00,3,1,3424.02,7.5,3416.52,72,3,3416.52,3,3,5,潜力客户
15222,2009-12-16 13:49:00,2011-01-25 08:03:00,11,6,3550.91,135.25,3415.66,318,11,3415.66,2,5,5,高价值流失风险
16347,2010-03-12 12:41:00,2011-11-28 13:14:00,11,2,3442.96,27.4,3415.56,11,11,3415.56,5,5,5,高价值活跃
13437,2011-06-02 14:30:00,2011-11-25 14:00:00,7,0,3408.06,0.0,3408.06,14,7,3408.06,5,4,5,高价值活跃
15114,2010-10-14 16:44:00,2011-11-09 15:05:00,12,0,3400.12,0.0,3400.12,30,12,3400.12,4,5,5,高价值活跃
15059,2009-12-06 12:17:00,2011-10-30 11:35:00,19,8,3491.2,95.95,3395.25,40,19,3395.25,4,5,5,高价值活跃
16271,2010-03-07 12:03:00,2011-12-07 12:45:00,10,1,3397.82,5.95,3391.87,2,10,3391.87,5,5,5,高价值活跃
17723,2010-11-29 10:35:00,2011-08-04 18:37:00,7,0,3378.4,0.0,3378.4,127,7,3378.4,3,4,5,忠诚客户
17307,2010-01-19 16:38:00,2010-11-09 13:40:00,11,4,3999.89,621.58,3378.31,395,11,3378.31,2,5,5,高价值流失风险
13135,2010-08-05 17:28:00,2011-05-27 10:52:00,2,0,3371.45,0.0,3371.45,196,2,3371.45,2,2,5,沉睡/低频
17725,2011-03-17 19:47:00,2011-11-23 16:34:00,11,3,3439.08,67.95,3371.13,16,11,3371.13,5,5,5,高价值活跃
16719,2009-12-13 10:59:00,2011-11-25 09:27:00,14,3,3513.62,144.75,3368.87,14,14,3368.87,5,5,5,高价值活跃
13707,2010-06-21 11:57:00,2011-03-17 18:03:00,5,0,3365.86,0.0,3365.86,267,5,3365.86,2,4,5,高价值流失风险
13285,2010-03-25 14:26:00,2011-11-16 13:19:00,6,0,3364.59,0.0,3364.59,23,6,3364.59,4,4,5,高价值活跃
13425,2010-05-09 14:35:00,2011-08-23 17:13:00,5,3,3390.43,27.7,3362.73,108,5,3362.73,3,4,5,忠诚客户
13823,2009-12-15 14:34:00,2011-11-21 10:22:00,7,1,3403.45,44.9,3358.55,18,7,3358.55,5,4,5,高价值活跃
12619,2010-05-28 12:52:00,2011-11-23 14:52:00,10,4,3781.38,426.43,3354.95,16,10,3354.95,5,5,5,高价值活跃
15058,2010-02-24 14:07:00,2011-11-14 14:57:00,16,1,3387.58,32.85,3354.73,25,16,3354.73,4,5,5,高价值活跃
18168,2009-12-03 17:29:00,2011-06-16 19:21:00,16,6,3435.5,83.2,3352.3,176,16,3352.3,3,5,5,忠诚客户
16360,2011-09-12 13:50:00,2011-12-05 12:16:00,6,2,3450.41,100.84,3349.57,4,6,3349.57,5,4,5,高价值活跃
13577,2009-12-14 16:10:00,2011-11-14 15:19:00,11,3,3489.28,142.66,3346.62,25,11,3346.62,4,5,5,高价值活跃
15265,2009-12-01 17:08:00,2011-07-11 14:46:00,4,0,3345.64,0.0,3345.64,151,4,3345.64,3,3,5,潜力客户
14882,2010-03-30 15:02:00,2011-11-13 12:47:00,14,1,3546.65,201.6,3345.05,26,14,3345.05,4,5,5,高价值活跃
17422,2010-06-23 10:19:00,2011-11-23 13:27:00,11,9,3594.76,253.11,3341.65,16,11,3341.65,5,5,5,高价值活跃
15113,2011-10-16 15:27:00,2011-11-30 08:23:00,3,1,3509.43,169.92,3339.51,9,3,3339.51,5,3,5,潜力客户
14776,2010-09-19 14:12:00,2011-10-19 15:34:00,15,4,3708.3,369.28,3339.02,51,15,3339.02,4,5,5,高价值活跃
15676,2011-03-01 10:19:00,2011-11-21 12:40:00,3,2,3435.76,111.67,3324.09,18,3,3324.09,5,3,5,潜力客户
15351,2010-10-03 12:18:00,2011-11-27 12:52:00,10,5,3430.22,109.72,3320.5,12,10,3320.5,5,5,5,高价值活跃
13929,2010-01-14 07:25:00,2011-06-23 15:26:00,11,3,3494.1,176.0,3318.1,169,11,3318.1,3,5,5,忠诚客户
16818,2011-05-18 11:42:00,2011-11-29 10:41:00,11,2,3349.57,31.6,3317.97,10,11,3317.97,5,5,5,高价值活跃
15065,2010-10-25 09:13:00,2011-11-02 09:45:00,5,2,3326.86,22.15,3304.71,37,5,3304.71,4,4,5,高价值活跃
12865,2010-08-20 12:20:00,2011-11-13 14:31:00,4,1,3323.47,20.16,3303.31,26,4,3303.31,4,3,5,潜力客户
18219,2009-12-07 13:17:00,2011-12-07 11:43:00,17,2,3352.7,55.5,3297.2,2,17,3297.2,5,5,5,高价值活跃
15953,2009-12-03 14:00:00,2011-11-24 15:32:00,18,3,3440.34,144.85,3295.49,15,18,3295.49,5,5,5,高价值活跃
13031,2010-06-03 14:57:00,2010-10-28 15:34:00,5,0,3292.84,0.0,3292.84,407,5,3292.84,2,4,5,高价值流失风险
13979,2009-12-03 10:02:00,2011-09-27 13:32:00,7,4,3379.93,89.4,3290.53,73,7,3290.53,3,4,5,忠诚客户
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,4,3,3340.03,50.25,3289.78,162,4,3289.78,3,3,5,潜力客户
16539,2010-06-25 15:24:00,2011-12-07 08:41:00,10,0,3289.66,0.0,3289.66,2,10,3289.66,5,5,5,高价值活跃
