line_id,invoice_id,stock_code,description,quantity,invoice_at,unit_price,customer_id,country,line_amount,transaction_type,is_service_line
1067170,581567,22627,MINT KITCHEN SCALES,2,2011-12-09 11:56:00,8.5,16626.0,United Kingdom,17.0,sale,0
1067169,581567,22624,IVORY KITCHEN SCALES,2,2011-12-09 11:56:00,8.5,16626.0,United Kingdom,17.0,sale,0
1067168,581567,84971S,SMALL HEART FLOWERS HOOK,48,2011-12-09 11:56:00,0.39,16626.0,United Kingdom,18.72,sale,0
1067167,581567,22465,HANGING METAL STAR LANTERN,24,2011-12-09 11:56:00,0.79,16626.0,United Kingdom,18.96,sale,0
1067166,581567,22464,HANGING METAL HEART LANTERN,24,2011-12-09 11:56:00,0.79,16626.0,United Kingdom,18.96,sale,0
1067165,581567,21417,COCKLE SHELL DISH,84,2011-12-09 11:56:00,0.79,16626.0,United Kingdom,66.36,sale,0
1067164,581566,23404,HOME SWEET HOME BLACKBOARD,144,2011-12-09 11:50:00,3.26,18102.0,United Kingdom,469.44,sale,0
1067163,581538,23343,JUMBO BAG VINTAGE CHRISTMAS,1,2011-12-09 11:34:00,2.08,14446.0,United Kingdom,2.08,excluded,0
1067162,581538,21355,TOAST ITS - I LOVE YOU,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067161,581538,22694,WICKER STAR,1,2011-12-09 11:34:00,2.1,14446.0,United Kingdom,2.1,excluded,0
1067160,581538,35004B,SET OF 3 BLACK FLYING DUCKS,1,2011-12-09 11:34:00,5.45,14446.0,United Kingdom,5.45,sale,0
1067159,581538,21194,PINK  HONEYCOMB PAPER FAN,1,2011-12-09 11:34:00,0.65,14446.0,United Kingdom,0.65,sale,0
1067158,581538,20725,LUNCH BAG RED RETROSPOT,1,2011-12-09 11:34:00,1.65,14446.0,United Kingdom,1.65,sale,0
1067157,581538,20727,LUNCH BAG  BLACK SKULL.,1,2011-12-09 11:34:00,1.65,14446.0,United Kingdom,1.65,sale,0
1067156,581538,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1,2011-12-09 11:34:00,1.65,14446.0,United Kingdom,1.65,sale,0
1067155,581538,22991,GIRAFFE WOODEN RULER,1,2011-12-09 11:34:00,1.95,14446.0,United Kingdom,1.95,sale,0
1067154,581538,22992,REVOLVER WOODEN RULER,1,2011-12-09 11:34:00,1.95,14446.0,United Kingdom,1.95,excluded,0
1067153,581538,23537,WALL ART I LOVE LONDON,1,2011-12-09 11:34:00,4.95,14446.0,United Kingdom,4.95,sale,0
1067152,581538,23319,BOX OF 6 MINI 50'S CRACKERS,1,2011-12-09 11:34:00,2.49,14446.0,United Kingdom,2.49,sale,0
1067151,581538,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-12-09 11:34:00,2.49,14446.0,United Kingdom,2.49,excluded,0
1067150,581538,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,2011-12-09 11:34:00,0.85,14446.0,United Kingdom,1.7,sale,0
1067149,581538,79191B,RETRO PLASTIC POLKA TRAY,1,2011-12-09 11:34:00,0.85,14446.0,United Kingdom,0.85,sale,0
1067148,581538,79191D,RETRO PLASTIC DAISY TRAY,1,2011-12-09 11:34:00,0.85,14446.0,United Kingdom,0.85,sale,0
1067147,581538,21208,PASTEL COLOUR HONEYCOMB FAN,1,2011-12-09 11:34:00,0.39,14446.0,United Kingdom,0.39,sale,0
1067146,581538,21194,PINK  HONEYCOMB PAPER FAN,2,2011-12-09 11:34:00,0.65,14446.0,United Kingdom,1.3,sale,0
1067145,581538,23041,PAPER LANTERN 9 POINT SNOW STAR,3,2011-12-09 11:34:00,4.15,14446.0,United Kingdom,12.45,sale,0
1067144,581538,23040,PAPER LANTERN 9 POINT SNOW STAR,2,2011-12-09 11:34:00,5.75,14446.0,United Kingdom,11.5,sale,0
1067143,581538,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-12-09 11:34:00,0.42,14446.0,United Kingdom,10.5,sale,0
1067142,581538,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067141,581538,23320,GIANT 50'S CHRISTMAS CRACKER,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067140,581538,22197,POPCORN HOLDER,4,2011-12-09 11:34:00,0.85,14446.0,United Kingdom,3.4,sale,0
1067139,581538,21591,COSY HOUR CIGAR BOX MATCHES,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067138,581538,23353,6 GIFT TAGS VINTAGE CHRISTMAS,1,2011-12-09 11:34:00,0.83,14446.0,United Kingdom,0.83,sale,0
1067137,581538,22068,BLACK PIRATE TREASURE CHEST,1,2011-12-09 11:34:00,0.39,14446.0,United Kingdom,0.39,excluded,0
1067136,581538,35004B,SET OF 3 BLACK FLYING DUCKS,2,2011-12-09 11:34:00,5.45,14446.0,United Kingdom,10.9,sale,0
1067135,581538,84519B,CARROT CHARLIE+LOLA COASTER SET,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067134,581538,84519A,TOMATO CHARLIE+LOLA COASTER SET,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067133,581538,22561,WOODEN SCHOOL COLOURING SET,1,2011-12-09 11:34:00,1.65,14446.0,United Kingdom,1.65,sale,0
1067132,581538,21328,BALLOONS  WRITING SET,1,2011-12-09 11:34:00,1.65,14446.0,United Kingdom,1.65,sale,0
1067131,581538,21329,DINOSAURS  WRITING SET,1,2011-12-09 11:34:00,1.65,14446.0,United Kingdom,1.65,sale,0
1067130,581538,21990,MODERN FLORAL STATIONERY SET,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067129,581538,23122,PARTY CHARMS 50 PIECES,1,2011-12-09 11:34:00,0.83,14446.0,United Kingdom,0.83,sale,0
1067128,581538,23343,JUMBO BAG VINTAGE CHRISTMAS,1,2011-12-09 11:34:00,2.08,14446.0,United Kingdom,2.08,sale,0
1067127,581538,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,4,2011-12-09 11:34:00,1.45,14446.0,United Kingdom,5.8,sale,0
1067126,581538,23525,WALL ART BUFFALO BILL,1,2011-12-09 11:34:00,3.75,14446.0,United Kingdom,3.75,sale,0
1067125,581538,23524,WALL ART HORSE & PONY,1,2011-12-09 11:34:00,3.75,14446.0,United Kingdom,3.75,sale,0
1067124,581538,23527,WALL ART ANIMALS AND NATURE,1,2011-12-09 11:34:00,3.75,14446.0,United Kingdom,3.75,sale,0
1067123,581538,22899,CHILDREN'S APRON DOLLY GIRL,3,2011-12-09 11:34:00,2.1,14446.0,United Kingdom,6.3,sale,0
1067122,581538,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-12-09 11:34:00,1.95,14446.0,United Kingdom,1.95,sale,0
1067121,581538,22899,CHILDREN'S APRON DOLLY GIRL,2,2011-12-09 11:34:00,2.1,14446.0,United Kingdom,4.2,sale,0
1067120,581538,22469,HEART OF WICKER SMALL,1,2011-12-09 11:34:00,1.65,14446.0,United Kingdom,1.65,sale,0
1067119,581538,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-12-09 11:34:00,3.75,14446.0,United Kingdom,3.75,sale,0
1067118,581538,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-12-09 11:34:00,2.49,14446.0,United Kingdom,2.49,sale,0
1067117,581538,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,excluded,0
1067116,581538,21668,RED STRIPE CERAMIC DRAWER KNOB,1,2011-12-09 11:34:00,1.45,14446.0,United Kingdom,1.45,sale,0
1067115,581538,23033,DRAWER KNOB CERAMIC RED,1,2011-12-09 11:34:00,1.45,14446.0,United Kingdom,1.45,sale,0
1067114,581538,21669,BLUE STRIPE CERAMIC DRAWER KNOB,1,2011-12-09 11:34:00,1.45,14446.0,United Kingdom,1.45,sale,0
1067113,581538,23034,DRAWER KNOB CERAMIC BLACK,1,2011-12-09 11:34:00,1.45,14446.0,United Kingdom,1.45,sale,0
1067112,581538,23349,ROLL WRAP VINTAGE CHRISTMAS,3,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,3.75,sale,0
1067111,581538,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,2011-12-09 11:34:00,0.39,14446.0,United Kingdom,0.39,sale,0
1067110,581538,21670,BLUE SPOT CERAMIC DRAWER KNOB,1,2011-12-09 11:34:00,1.45,14446.0,United Kingdom,1.45,sale,0
1067109,581538,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1,2011-12-09 11:34:00,1.45,14446.0,United Kingdom,1.45,sale,0
1067108,581538,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067107,581538,22095,LADS ONLY TISSUE BOX,1,2011-12-09 11:34:00,0.39,14446.0,United Kingdom,0.39,sale,0
1067106,581538,22694,WICKER STAR,1,2011-12-09 11:34:00,2.1,14446.0,United Kingdom,2.1,sale,0
1067105,581538,23371,SET 36 COLOUR PENCILS SPACEBOY,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067104,581538,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-12-09 11:34:00,1.45,14446.0,United Kingdom,1.45,sale,0
1067103,581538,79066K,RETRO MOD TRAY,1,2011-12-09 11:34:00,0.85,14446.0,United Kingdom,0.85,sale,0
1067102,581538,22992,REVOLVER WOODEN RULER,1,2011-12-09 11:34:00,1.95,14446.0,United Kingdom,1.95,sale,0
1067101,581538,85123A,CREAM HANGING HEART T-LIGHT HOLDER,1,2011-12-09 11:34:00,2.95,14446.0,United Kingdom,2.95,sale,0
1067100,581538,21224,SET/4 SKULL BADGES,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067099,581538,21220,SET/4 BADGES DOGS,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067098,581538,21222,SET/4 BADGES BEETLES,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067097,581538,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-12-09 11:34:00,0.85,14446.0,United Kingdom,0.85,sale,0
1067096,581538,23040,PAPER LANTERN 9 POINT SNOW STAR,1,2011-12-09 11:34:00,5.75,14446.0,United Kingdom,5.75,sale,0
1067095,581538,20936,FORKED CACTUS CANDLE,1,2011-12-09 11:34:00,1.25,14446.0,United Kingdom,1.25,sale,0
1067094,581538,22956,36 FOIL HEART CAKE CASES,1,2011-12-09 11:34:00,0.79,14446.0,United Kingdom,0.79,sale,0
1067093,581538,22068,BLACK PIRATE TREASURE CHEST,1,2011-12-09 11:34:00,0.39,14446.0,United Kingdom,0.39,sale,0
1067092,581538,23084,RABBIT NIGHT LIGHT,2,2011-12-09 11:34:00,2.08,14446.0,United Kingdom,4.16,sale,0
1067091,581538,23194,GYMKHANA TREASURE BOOK BOX,1,2011-12-09 11:34:00,2.25,14446.0,United Kingdom,2.25,sale,0
1067090,581538,23193,BUFFALO BILL TREASURE BOOK BOX,6,2011-12-09 11:34:00,2.25,14446.0,United Kingdom,13.5,sale,0
1067089,581516,23301,GARDENERS KNEELING PAD KEEP CALM,24,2011-12-09 11:26:00,1.65,14422.0,United Kingdom,39.6,sale,0
1067088,581516,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,2011-12-09 11:26:00,8.5,14422.0,United Kingdom,34.0,sale,0
1067087,581516,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-12-09 11:26:00,0.79,14422.0,United Kingdom,14.22,sale,0
1067086,581516,23356,LOVE HOT WATER BOTTLE,6,2011-12-09 11:26:00,5.95,14422.0,United Kingdom,35.7,sale,0
1067085,581516,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-12-09 11:26:00,4.95,14422.0,United Kingdom,29.7,sale,0
1067084,581516,23355,HOT WATER BOTTLE KEEP CALM,8,2011-12-09 11:26:00,4.95,14422.0,United Kingdom,39.6,sale,0
1067083,581516,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2011-12-09 11:26:00,4.95,14422.0,United Kingdom,29.7,sale,0
1067082,581516,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-12-09 11:26:00,4.95,14422.0,United Kingdom,14.85,sale,0
1067081,581516,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-12-09 11:26:00,4.25,14422.0,United Kingdom,34.0,sale,0
1067080,581516,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,2011-12-09 11:26:00,1.25,14422.0,United Kingdom,15.0,sale,0
1067079,581516,22442,GROW YOUR OWN FLOWERS SET OF 3,12,2011-12-09 11:26:00,1.95,14422.0,United Kingdom,23.4,sale,0
1067078,581516,22185,SLATE TILE NATURAL HANGING,12,2011-12-09 11:26:00,0.79,14422.0,United Kingdom,9.48,sale,0
1067077,581516,21705,BAG 500g SWIRLY MARBLES,24,2011-12-09 11:26:00,0.39,14422.0,United Kingdom,9.36,sale,0
1067076,581516,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",24,2011-12-09 11:26:00,1.25,14422.0,United Kingdom,30.0,sale,0
1067075,581516,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,12,2011-12-09 11:26:00,1.95,14422.0,United Kingdom,23.4,sale,0
1067074,581514,21705,BAG 500g SWIRLY MARBLES,84,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,32.76,sale,0
1067073,581514,22075,6 RIBBONS ELEGANT CHRISTMAS,24,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,9.36,excluded,0
1067072,581514,22500,SET OF 2 TINS JARDIN DE PROVENCE,4,2011-12-09 11:20:00,1.25,17754.0,United Kingdom,5.0,sale,0
1067071,581514,22068,BLACK PIRATE TREASURE CHEST,14,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,5.46,sale,0
1067070,581514,22069,BROWN  PIRATE TREASURE CHEST,20,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,7.8,sale,0
1067069,581514,17091J,VANILLA INCENSE IN TIN,24,2011-12-09 11:20:00,0.38,17754.0,United Kingdom,9.12,sale,0
1067068,581514,22075,6 RIBBONS ELEGANT CHRISTMAS,24,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,9.36,sale,0
1067067,581514,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,12,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,4.68,sale,0
1067066,581514,17091J,VANILLA INCENSE IN TIN,66,2011-12-09 11:20:00,0.38,17754.0,United Kingdom,25.08,sale,0
1067065,581514,22394,PAPERWEIGHT KINGS CHOICE,12,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,4.68,sale,0
1067064,581514,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,1.56,sale,0
1067063,581514,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,1.56,sale,0
1067062,581514,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,1.56,sale,0
1067061,581514,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,14,2011-12-09 11:20:00,1.25,17754.0,United Kingdom,17.5,sale,0
1067060,581514,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,10,2011-12-09 11:20:00,1.25,17754.0,United Kingdom,12.5,sale,0
1067059,581514,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,9,2011-12-09 11:20:00,0.79,17754.0,United Kingdom,7.11,sale,0
1067058,581514,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,9,2011-12-09 11:20:00,0.79,17754.0,United Kingdom,7.11,sale,0
1067057,581514,22200,FRYING PAN PINK POLKADOT,2,2011-12-09 11:20:00,1.25,17754.0,United Kingdom,2.5,sale,0
1067056,581514,22199,FRYING PAN RED RETROSPOT,13,2011-12-09 11:20:00,1.25,17754.0,United Kingdom,16.25,sale,0
1067055,581514,22059,CERAMIC STRAWBERRY DESIGN MUG,12,2011-12-09 11:20:00,0.39,17754.0,United Kingdom,4.68,sale,0
1067054,581514,22721,SET OF 3 CAKE TINS SKETCHBOOK,4,2011-12-09 11:20:00,1.95,17754.0,United Kingdom,7.8,sale,0
1067053,581514,22754,SMALL RED BABUSHKA NOTEBOOK,12,2011-12-09 11:20:00,0.21,17754.0,United Kingdom,2.52,sale,0
1067052,581514,22755,SMALL PURPLE BABUSHKA NOTEBOOK,12,2011-12-09 11:20:00,0.21,17754.0,United Kingdom,2.52,sale,0
1067051,581514,22753,SMALL YELLOW BABUSHKA NOTEBOOK,12,2011-12-09 11:20:00,0.21,17754.0,United Kingdom,2.52,sale,0
1067050,581502,22141,CHRISTMAS CRAFT TREE TOP ANGEL,3,2011-12-09 10:51:00,2.1,15910.0,United Kingdom,6.3,sale,0
1067049,581502,22952,60 CAKE CASES VINTAGE CHRISTMAS,10,2011-12-09 10:51:00,0.55,15910.0,United Kingdom,5.5,sale,0
1067048,581502,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,24,2011-12-09 10:51:00,0.39,15910.0,United Kingdom,9.36,sale,0
1067047,581502,22153,ANGEL DECORATION STARS ON DRESS,1,2011-12-09 10:51:00,0.42,15910.0,United Kingdom,0.42,sale,0
1067046,581502,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,8,2011-12-09 10:51:00,1.65,15910.0,United Kingdom,13.2,sale,0
1067045,581502,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,2011-12-09 10:51:00,2.89,15910.0,United Kingdom,11.56,sale,0
1067044,581502,85049A,TRADITIONAL CHRISTMAS RIBBONS,4,2011-12-09 10:51:00,1.25,15910.0,United Kingdom,5.0,sale,0
1067043,581502,22075,6 RIBBONS ELEGANT CHRISTMAS,4,2011-12-09 10:51:00,0.39,15910.0,United Kingdom,1.56,sale,0
1067042,581502,22573,STAR WOODEN CHRISTMAS DECORATION,8,2011-12-09 10:51:00,0.85,15910.0,United Kingdom,6.8,sale,0
1067041,581502,23210,WHITE ROCKING HORSE HAND PAINTED,12,2011-12-09 10:51:00,1.25,15910.0,United Kingdom,15.0,sale,0
1067040,581502,22155,STAR DECORATION RUSTIC,6,2011-12-09 10:51:00,0.42,15910.0,United Kingdom,2.52,sale,0
1067039,581502,21810,CHRISTMAS HANGING STAR WITH BELL,6,2011-12-09 10:51:00,0.39,15910.0,United Kingdom,2.34,sale,0
1067038,581502,22153,ANGEL DECORATION STARS ON DRESS,13,2011-12-09 10:51:00,0.42,15910.0,United Kingdom,5.46,sale,0
1067037,581502,22576,SWALLOW WOODEN CHRISTMAS DECORATION,2,2011-12-09 10:51:00,0.85,15910.0,United Kingdom,1.7,sale,0
1067036,581502,23103,JINGLE BELL HEART DECORATION,8,2011-12-09 10:51:00,1.65,15910.0,United Kingdom,13.2,sale,0
1067035,581502,23270,SET OF 2 CERAMIC PAINTED HEARTS,4,2011-12-09 10:51:00,1.45,15910.0,United Kingdom,5.8,sale,0
1067034,581502,21790,VINTAGE SNAP CARDS,6,2011-12-09 10:51:00,0.85,15910.0,United Kingdom,5.1,sale,0
1067033,581502,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-12-09 10:51:00,0.12,15910.0,United Kingdom,2.88,sale,0
1067032,581502,21209,MULTICOLOUR HONEYCOMB FAN,5,2011-12-09 10:51:00,0.39,15910.0,United Kingdom,1.95,sale,0
1067031,581502,22087,PAPER BUNTING WHITE LACE,6,2011-12-09 10:51:00,2.95,15910.0,United Kingdom,17.7,sale,0
1067030,581501,22545,MINI JIGSAW BUNNIES,96,2011-12-09 10:46:00,0.19,12985.0,United Kingdom,18.24,sale,0
1067029,581501,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,2011-12-09 10:46:00,3.75,12985.0,United Kingdom,30.0,sale,0
1067028,581501,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-12-09 10:46:00,1.65,12985.0,United Kingdom,39.6,sale,0
1067027,581501,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,12,2011-12-09 10:46:00,0.79,12985.0,United Kingdom,9.48,sale,0
1067026,581501,84356,POMPOM CURTAIN,12,2011-12-09 10:46:00,1.95,12985.0,United Kingdom,23.4,sale,0
1067025,581501,23425,STORAGE TIN HOME SWEET HOME,12,2011-12-09 10:46:00,0.79,12985.0,United Kingdom,9.48,sale,0
1067024,581501,23151,ZINC SWEETHEART SOAP DISH,12,2011-12-09 10:46:00,0.79,12985.0,United Kingdom,9.48,sale,0
1067023,581501,23143,ZINC WIRE KITCHEN ORGANISER,4,2011-12-09 10:46:00,3.95,12985.0,United Kingdom,15.8,sale,0
1067022,581501,22808,SET OF 6 T-LIGHTS EASTER CHICKS,12,2011-12-09 10:46:00,1.25,12985.0,United Kingdom,15.0,sale,0
1067021,581501,22942,CHRISTMAS LIGHTS 10 SANTAS,12,2011-12-09 10:46:00,2.95,12985.0,United Kingdom,35.4,sale,0
1067020,581501,22807,SET OF 6 T-LIGHTS TOADSTOOLS,12,2011-12-09 10:46:00,1.25,12985.0,United Kingdom,15.0,sale,0
1067019,581501,22811,SET OF 6 T-LIGHTS CACTI,12,2011-12-09 10:46:00,1.25,12985.0,United Kingdom,15.0,sale,0
1067018,581501,22785,SQUARECUSHION COVER PINK UNION JACK,12,2011-12-09 10:46:00,1.25,12985.0,United Kingdom,15.0,sale,0
1067017,581501,22695,WICKER WREATH SMALL,24,2011-12-09 10:46:00,0.59,12985.0,United Kingdom,14.16,sale,0
1067016,581501,22544,MINI JIGSAW SPACEBOY,96,2011-12-09 10:46:00,0.19,12985.0,United Kingdom,18.24,sale,0
1067015,581501,22495,SET OF 2 ROUND TINS CAMEMBERT,12,2011-12-09 10:46:00,0.79,12985.0,United Kingdom,9.48,sale,0
1067014,581501,22442,GROW YOUR OWN FLOWERS SET OF 3,12,2011-12-09 10:46:00,1.95,12985.0,United Kingdom,23.4,sale,0
1067013,581501,22447,PIN CUSHION BABUSHKA BLUE,12,2011-12-09 10:46:00,1.25,12985.0,United Kingdom,15.0,sale,0
1067012,581501,22299,PIG KEYRING WITH LIGHT & SOUND,48,2011-12-09 10:46:00,0.39,12985.0,United Kingdom,18.72,sale,0
1067011,581501,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",12,2011-12-09 10:46:00,3.95,12985.0,United Kingdom,47.4,sale,0
1067010,581501,21563,RED HEART SHAPE LOVE BUCKET,24,2011-12-09 10:46:00,0.79,12985.0,United Kingdom,18.96,sale,0
1067009,581501,21564,PINK  HEART SHAPE LOVE BUCKET,24,2011-12-09 10:46:00,0.79,12985.0,United Kingdom,18.96,sale,0
1067008,581501,20704,MR ROBOT SOFT TOY,8,2011-12-09 10:46:00,1.95,12985.0,United Kingdom,15.6,sale,0
1067007,581501,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,180,2011-12-09 10:46:00,0.19,12985.0,United Kingdom,34.2,sale,0
1067006,581500,48187,DOORMAT NEW ENGLAND,2,2011-12-09 10:45:00,8.25,15344.0,United Kingdom,16.5,sale,0
1067005,581500,85066,CREAM SWEETHEART MINI CHEST,4,2011-12-09 10:45:00,12.75,15344.0,United Kingdom,51.0,sale,0
1067004,581500,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,2011-12-09 10:45:00,8.95,15344.0,United Kingdom,35.8,sale,0
1067003,C581499,M,Manual,-1,2011-12-09 10:28:00,224.69,15498.0,United Kingdom,-224.69,return,1
1067002,581498,DOT,DOTCOM POSTAGE,1,2011-12-09 10:26:00,1714.17,,United Kingdom,1714.17,sale,1
1067001,581498,85174,S/4 CACTI CANDLES,1,2011-12-09 10:26:00,10.79,,United Kingdom,10.79,sale,0
1067000,581498,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-12-09 10:26:00,4.96,,United Kingdom,4.96,sale,0
1066999,581498,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-12-09 10:26:00,4.13,,United Kingdom,16.52,sale,0
1066998,581498,85099B,JUMBO BAG RED RETROSPOT,5,2011-12-09 10:26:00,4.13,,United Kingdom,20.65,sale,0
1066997,581498,85049E,SCANDINAVIAN REDS RIBBONS,4,2011-12-09 10:26:00,3.29,,United Kingdom,13.16,sale,0
1066996,581498,85049A,TRADITIONAL CHRISTMAS RIBBONS,5,2011-12-09 10:26:00,3.29,,United Kingdom,16.45,sale,0
1066995,581498,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2011-12-09 10:26:00,16.63,,United Kingdom,16.63,sale,0
1066994,581498,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,2011-12-09 10:26:00,4.13,,United Kingdom,4.13,sale,0
1066993,581498,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
1066992,581498,84997B,CHILDRENS CUTLERY RETROSPOT RED,3,2011-12-09 10:26:00,8.29,,United Kingdom,24.87,sale,0
1066991,581498,84997A,CHILDRENS CUTLERY POLKADOT GREEN,2,2011-12-09 10:26:00,8.29,,United Kingdom,16.58,sale,0
1066990,581498,84970S,HANGING HEART ZINC T-LIGHT HOLDER,1,2011-12-09 10:26:00,2.08,,United Kingdom,2.08,sale,0
1066989,581498,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2011-12-09 10:26:00,24.96,,United Kingdom,24.96,sale,0
1066988,581498,84832,ZINC WILLIE WINKIE  CANDLE STICK,26,2011-12-09 10:26:00,1.63,,United Kingdom,42.38,sale,0
1066987,581498,84558A,3D DOG PICTURE PLAYING CARDS,1,2011-12-09 10:26:00,5.79,,United Kingdom,5.79,sale,0
1066986,581498,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,2011-12-09 10:26:00,7.46,,United Kingdom,7.46,sale,0
1066985,581498,84375,SET OF 20 KIDS COOKIE CUTTERS,3,2011-12-09 10:26:00,4.13,,United Kingdom,12.39,sale,0
1066984,581498,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2011-12-09 10:26:00,3.29,,United Kingdom,9.87,sale,0
1066983,581498,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,4,2011-12-09 10:26:00,5.79,,United Kingdom,23.16,sale,0
1066982,581498,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-12-09 10:26:00,8.29,,United Kingdom,33.16,sale,0
1066981,581498,82600,N0 SINGING METAL SIGN,4,2011-12-09 10:26:00,4.13,,United Kingdom,16.52,sale,0
1066980,581498,82581,TOILET METAL SIGN,1,2011-12-09 10:26:00,1.25,,United Kingdom,1.25,sale,0
1066979,581498,82580,BATHROOM METAL SIGN,1,2011-12-09 10:26:00,1.25,,United Kingdom,1.25,sale,0
1066978,581498,82552,WASHROOM METAL SIGN,1,2011-12-09 10:26:00,2.46,,United Kingdom,2.46,sale,0
1066977,581498,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2011-12-09 10:26:00,4.96,,United Kingdom,19.84,sale,0
1066976,581498,82001S,SILVER RECORD COVER FRAME,2,2011-12-09 10:26:00,7.46,,United Kingdom,14.92,sale,0
1066975,581498,79321,CHILLI LIGHTS,10,2011-12-09 10:26:00,12.46,,United Kingdom,124.6,sale,0
1066974,581498,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2,2011-12-09 10:26:00,4.13,,United Kingdom,8.26,sale,0
1066973,581498,71053,WHITE MOROCCAN METAL LANTERN,1,2011-12-09 10:26:00,8.29,,United Kingdom,8.29,sale,0
