invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_amount,total,sale_date,sale_time,payment,rating
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2021-01-19,0 days 15:28:00,Credit card,8.0
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2021-01-19,0 days 19:39:00,Credit card,8.3
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2021-01-20,0 days 16:51:00,Ewallet,9.6
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,2021-01-20,0 days 13:45:00,Credit card,7.7
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,2021-01-20,0 days 20:38:00,Ewallet,4.1
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2021-01-20,0 days 17:48:00,Ewallet,9.9
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,2021-01-20,0 days 12:27:00,Ewallet,7.6
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2021-01-20,0 days 18:09:00,Ewallet,4.1
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2021-01-20,0 days 10:13:00,Cash,4.7
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,2021-01-20,0 days 20:37:00,Ewallet,9.1
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,2021-01-20,0 days 15:48:00,Credit card,6.6
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,2021-01-20,0 days 15:55:00,Cash,5.4
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,2021-01-21,0 days 20:13:00,Cash,4.8
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,2021-01-21,0 days 16:37:00,Ewallet,8.0
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2021-01-21,0 days 18:01:00,Cash,8.9
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2021-01-21,0 days 10:00:00,Cash,7.1
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,2021-01-21,0 days 18:00:00,Credit card,8.6
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2021-01-21,0 days 17:36:00,Cash,8.9
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2021-01-21,0 days 17:44:00,Cash,7.2
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.897,2021-01-21,0 days 14:42:00,Credit card,5.5
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,2021-01-22,0 days 18:08:00,Credit card,8.0
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2021-01-22,0 days 10:57:00,Ewallet,9.2
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,2021-01-22,0 days 10:55:00,Ewallet,9.4
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,2021-01-22,0 days 11:00:00,Ewallet,9.1
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2021-01-22,0 days 20:46:00,Credit card,8.7
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,2021-01-22,0 days 11:52:00,Cash,9.9
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,2021-01-22,0 days 18:56:00,Cash,6.0
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,2021-01-23,0 days 10:33:00,Cash,6.1
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2021-01-23,0 days 14:21:00,Ewallet,8.8
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2021-01-23,0 days 10:28:00,Cash,7.3
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,2021-01-23,0 days 17:16:00,Ewallet,6.4
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,2021-01-23,0 days 12:35:00,Cash,5.0
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,2021-01-23,0 days 12:20:00,Ewallet,5.2
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,2021-01-23,0 days 11:51:00,Cash,7.7
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2021-01-23,0 days 11:15:00,Cash,9.2
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,2021-01-23,0 days 18:37:00,Ewallet,6.6
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,2021-01-23,0 days 10:25:00,Cash,7.1
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2021-01-23,0 days 14:04:00,Ewallet,6.8
731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,2021-01-23,0 days 13:00:00,Credit card,5.4
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2021-01-23,0 days 13:29:00,Cash,9.8
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2021-01-23,0 days 12:10:00,Ewallet,5.4
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,2021-01-23,0 days 10:18:00,Credit card,9.3
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2021-01-23,0 days 17:44:00,Cash,8.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,2021-01-23,0 days 11:22:00,Credit card,4.0
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2021-01-24,0 days 17:37:00,Credit card,7.0
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,39.385,827.085,2021-01-24,0 days 10:04:00,Cash,6.4
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,2021-01-24,0 days 20:59:00,Ewallet,5.1
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,2021-01-24,0 days 17:43:00,Cash,7.6
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2021-01-24,0 days 18:04:00,Credit card,7.2
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2021-01-24,0 days 10:38:00,Ewallet,8.9
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,2021-01-24,0 days 13:24:00,Cash,5.5
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,2021-01-24,0 days 19:20:00,Ewallet,4.9
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,2021-01-24,0 days 18:10:00,Ewallet,6.0
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2021-01-24,0 days 20:36:00,Ewallet,4.3
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2021-01-24,0 days 15:05:00,Ewallet,8.4
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,2021-01-24,0 days 10:57:00,Cash,5.0
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,2021-01-24,0 days 11:45:00,Cash,7.2
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,2021-01-25,0 days 19:48:00,Cash,9.6
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,2021-01-25,0 days 13:18:00,Cash,7.5
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2021-01-25,0 days 19:39:00,Credit card,4.9
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2021-01-25,0 days 16:28:00,Ewallet,7.8
280-17-4359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,2021-01-25,0 days 13:48:00,Cash,8.1
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2021-01-25,0 days 13:30:00,Credit card,5.2
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2021-01-25,0 days 18:30:00,Ewallet,7.4
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2021-01-25,0 days 15:54:00,Cash,4.5
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2021-01-25,0 days 11:40:00,Cash,9.7
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2021-01-25,0 days 13:38:00,Cash,6.7
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2021-01-25,0 days 14:29:00,Ewallet,6.9
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2021-01-25,0 days 10:11:00,Credit card,4.0
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,2021-01-25,0 days 15:46:00,Credit card,6.1
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2021-01-25,0 days 15:00:00,Ewallet,5.7
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,2021-01-25,0 days 11:05:00,Cash,9.2
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,2021-01-25,0 days 14:19:00,Ewallet,7.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2021-01-25,0 days 20:24:00,Ewallet,5.9
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,2021-01-26,0 days 16:04:00,Cash,9.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2021-01-26,0 days 14:51:00,Cash,9.7
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,2021-01-26,0 days 15:11:00,Ewallet,7.3
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,2021-01-26,0 days 19:54:00,Ewallet,8.2
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,2021-01-26,0 days 18:53:00,Cash,9.2
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2021-01-26,0 days 19:28:00,Cash,6.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,2021-01-26,0 days 18:19:00,Credit card,8.2
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2021-01-26,0 days 12:45:00,Credit card,9.4
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2021-01-26,0 days 15:17:00,Cash,5.5
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2021-01-26,0 days 17:45:00,Cash,4.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2021-01-26,0 days 20:23:00,Ewallet,5.7
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,2021-01-26,0 days 14:41:00,Credit card,6.4
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2021-01-26,0 days 18:22:00,Cash,5.5
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2021-01-26,0 days 19:14:00,Ewallet,4.0
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,2021-01-26,0 days 19:56:00,Ewallet,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,2021-01-26,0 days 10:06:00,Credit card,4.5
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,2021-01-26,0 days 12:43:00,Cash,5.9
123-19-1176,A,Yangon,Member,Male,Health and beauty,58.22,8,23.288,489.048,2021-01-27,0 days 20:33:00,Ewallet,8.4
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2021-01-27,0 days 13:58:00,Cash,7.6
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2021-01-27,0 days 14:55:00,Ewallet,9.5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2021-01-27,0 days 14:36:00,Credit card,8.0
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,2021-01-27,0 days 18:08:00,Ewallet,9.7
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2021-01-27,0 days 18:05:00,Ewallet,9.3
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2021-01-27,0 days 14:28:00,Cash,5.4
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2021-01-27,0 days 19:48:00,Ewallet,9.0
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2021-01-27,0 days 10:44:00,Credit card,4.2
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2021-01-27,0 days 15:51:00,Cash,5.1
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2021-01-27,0 days 17:38:00,Ewallet,9.4
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2021-01-27,0 days 11:17:00,Cash,6.2
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,2021-01-27,0 days 20:03:00,Credit card,8.4
870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,2021-01-27,0 days 13:26:00,Cash,9.0
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,2021-01-28,0 days 12:43:00,Cash,4.5
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2021-01-28,0 days 15:16:00,Credit card,4.9
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2021-01-28,0 days 13:53:00,Credit card,7.7
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,2021-01-28,0 days 16:43:00,Credit card,5.5
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2021-01-28,0 days 16:47:00,Ewallet,9.9
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2021-01-28,0 days 19:24:00,Ewallet,5.4
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2021-01-28,0 days 17:58:00,Credit card,9.5
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2021-01-28,0 days 13:05:00,Cash,9.3
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,2021-01-28,0 days 15:46:00,Credit card,8.4
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,2021-01-28,0 days 11:51:00,Cash,6.2
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2021-01-28,0 days 20:50:00,Credit card,5.9
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2021-01-28,0 days 17:47:00,Credit card,4.2
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2021-01-28,0 days 20:54:00,Ewallet,9.8
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,2021-01-28,0 days 17:35:00,Cash,8.1
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2021-01-29,0 days 14:12:00,Cash,9.0
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2021-01-29,0 days 14:26:00,Ewallet,9.0
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,2021-01-29,0 days 13:46:00,Ewallet,6.2
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,2021-01-29,0 days 11:48:00,Cash,8.6
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2021-01-29,0 days 12:25:00,Cash,8.9
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,2021-01-29,0 days 18:15:00,Credit card,6.6
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2021-01-29,0 days 11:26:00,Ewallet,6.7
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2021-01-29,0 days 10:01:00,Credit card,6.8
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2021-01-29,0 days 11:56:00,Credit card,7.4
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2021-01-29,0 days 19:45:00,Cash,6.6
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,2021-01-29,0 days 15:48:00,Cash,5.9
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2021-01-29,0 days 10:48:00,Credit card,7.7
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,2021-01-30,0 days 13:58:00,Ewallet,5.7
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2021-01-30,0 days 13:32:00,Credit card,4.0
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2021-01-30,0 days 20:23:00,Ewallet,4.5
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2021-01-30,0 days 16:24:00,Ewallet,9.3
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2021-01-30,0 days 19:42:00,Ewallet,6.5
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2021-01-30,0 days 20:47:00,Cash,4.3
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,2021-01-30,0 days 14:43:00,Credit card,5.8
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2021-01-30,0 days 11:32:00,Credit card,5.9
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,2021-01-30,0 days 17:08:00,Credit card,8.6
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2021-01-31,0 days 13:47:00,Cash,4.7
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2021-01-31,0 days 10:33:00,Ewallet,6.0
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2021-01-31,0 days 12:02:00,Cash,9.5
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2021-01-31,0 days 13:44:00,Ewallet,6.1
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2021-01-31,0 days 19:48:00,Credit card,6.9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2021-01-31,0 days 10:46:00,Credit card,9.7
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2021-01-31,0 days 20:32:00,Ewallet,5.6
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,2021-01-31,0 days 10:00:00,Ewallet,7.6
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2021-01-31,0 days 15:12:00,Credit card,4.2
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2021-01-31,0 days 13:19:00,Cash,5.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2021-01-31,0 days 14:04:00,Cash,5.5
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2021-01-31,0 days 16:24:00,Ewallet,9.7
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2021-01-31,0 days 10:36:00,Ewallet,8.5
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,2021-01-31,0 days 20:48:00,Ewallet,7.6
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,2021-02-01,0 days 15:10:00,Credit card,8.5
237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2021-02-01,0 days 20:31:00,Credit card,9.5
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2021-02-01,0 days 18:43:00,Ewallet,5.1
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2021-02-01,0 days 19:54:00,Cash,8.4
551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,2021-02-01,0 days 11:27:00,Cash,4.9
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2021-02-01,0 days 10:08:00,Credit card,4.4
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2021-02-02,0 days 19:40:00,Cash,9.9
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2021-02-02,0 days 18:42:00,Credit card,8.3
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2021-02-02,0 days 13:23:00,Ewallet,6.4
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,2021-02-02,0 days 18:50:00,Cash,4.3
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,2021-02-02,0 days 16:33:00,Cash,8.6
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2021-02-02,0 days 18:31:00,Credit card,5.5
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2021-02-02,0 days 20:42:00,Cash,7.1
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2021-02-02,0 days 15:47:00,Cash,9.6
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2021-02-02,0 days 20:29:00,Cash,8.4
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,2021-02-02,0 days 10:11:00,Cash,6.3
642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,10,5.48,115.08,2021-02-02,0 days 20:48:00,Ewallet,6.0
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2021-02-02,0 days 12:40:00,Cash,4.1
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2021-02-02,0 days 14:05:00,Credit card,9.5
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2021-02-02,0 days 15:34:00,Ewallet,6.4
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2021-02-03,0 days 14:35:00,Credit card,6.0
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2021-02-03,0 days 15:53:00,Credit card,5.4
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2021-02-03,0 days 11:46:00,Cash,9.3
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2021-02-03,0 days 10:02:00,Cash,6.1
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,2021-02-03,0 days 10:19:00,Cash,9.5
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,2021-02-03,0 days 13:40:00,Ewallet,10.0
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2021-02-03,0 days 14:38:00,Cash,4.2
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2021-02-03,0 days 11:25:00,Ewallet,4.2
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2021-02-03,0 days 15:59:00,Cash,5.5
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2021-02-03,0 days 10:31:00,Credit card,8.6
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2021-02-03,0 days 15:19:00,Cash,4.5
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2021-02-03,0 days 20:13:00,Ewallet,4.7
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2021-02-03,0 days 16:40:00,Credit card,9.4
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2021-02-03,0 days 17:24:00,Cash,7.3
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2021-02-04,0 days 20:43:00,Credit card,6.5
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2021-02-04,0 days 19:38:00,Cash,9.5
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2021-02-04,0 days 13:38:00,Ewallet,9.8
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2021-02-04,0 days 12:50:00,Ewallet,6.0
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2021-02-04,0 days 16:09:00,Credit card,9.0
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,2021-02-04,0 days 18:53:00,Ewallet,7.4
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2021-02-04,0 days 12:14:00,Cash,7.3
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2021-02-04,0 days 15:44:00,Ewallet,7.6
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2021-02-04,0 days 13:21:00,Ewallet,9.8
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2021-02-04,0 days 16:38:00,Ewallet,7.7
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2021-02-04,0 days 10:23:00,Cash,8.2
